Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
247.00,Nintendo Land,WiiU,2012.00,Misc,Nintendo,2.55,1.11,0.46,0.33,4.44
248.00,Michael Jackson: The Experience,Wii,2010.00,Misc,Ubisoft,2.67,1.35,0.01,0.39,4.42
249.00,Tony Hawk's Pro Skater 3,PS2,2001.00,Sports,Activision,2.66,1.29,0.01,0.46,4.41
250.00,Winning Eleven: Pro Evolution Soccer 2007,PS2,2006.00,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39
251.00,The Elder Scrolls IV: Oblivion,X360,2006.00,Role-Playing,Take-Two Interactive,2.82,1.05,0.13,0.4,4.39
252.00,Zelda II: The Adventure of Link,NES,1987.00,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38
253.00,Need for Speed: Most Wanted,PS2,2005.00,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37
254.00,Resistance: Fall of Man,PS3,2006.00,Shooter,Sony Computer Entertainment,1.73,1.73,0.14,0.75,4.35
255.00,Sonic the Hedgehog,GEN,1991.00,Platform,Sega,3.03,0.91,0.26,0.13,4.34
256.00,Kingdom Hearts II,PS2,2005.00,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33
257.00,FIFA 14,X360,2013.00,Sports,Electronic Arts,0.92,2.93,0.01,0.46,4.31
258.00,Call of Duty: Advanced Warfare,X360,2014.00,Shooter,Activision,2.75,1.18,0,0.37,4.31
259.00,Asteroids,2600.00,1980.00,Shooter,Atari,4.00,0.26,0,0.05,4.31
260.00,Fable II,X360,2008.00,Role-Playing,Microsoft Game Studios,2.51,1.27,0.11,0.41,4.31
261.00,Halo 5: Guardians,XOne,2015.00,Shooter,Microsoft Game Studios,2.64,1.2,0.03,0.39,4.26
262.00,Super Mario 3D World,WiiU,2013.00,Platform,Nintendo,2.11,1.11,0.72,0.3,4.25
263.00,Batman: Arkham Asylum,PS3,2009.00,Action,Eidos Interactive,2.23,1.34,0.07,0.61,4.25
264.00,Assassin's Creed: Revelations,PS3,2011.00,Action,Ubisoft,1.41,2.02,0.1,0.72,4.24
265.00,Namco Museum,GBA,2001.00,Misc,Namco Bandai Games,3.00,1.11,0.05,0.07,4.24
266.00,Metal Gear Solid 3: Snake Eater,PS2,2004.00,Action,Konami Digital Entertainment,1.46,0.00,0.83,1.93,4.23
267.00,Daxter,PSP,2006.00,Platform,Sony Computer Entertainment,2.45,1.02,0,0.75,4.22
268.00,Warcraft II: Tides of Darkness,PC,1995.00,Strategy,Activision,1.7,2.27,0,0.23,4.21
269.00,The Legend of Zelda: Ocarina of Time,3DS,2011.00,Action,Nintendo,2.03,1.27,0.62,0.3,4.21
270.00,FIFA Soccer 06,PS2,2005.00,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21
271.00,EyeToy Play,PS2,2003.00,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2
272.00,Uncharted 4: A Thief's End,PS4,2016.00,Shooter,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2
273.00,Gran Turismo 5 Prologue,PS3,2007.00,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.53,4.2
274.00,Assassin's Creed: Revelations,X360,2011.00,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19
275.00,Street Fighter IV,PS3,2009.00,Fighting,Capcom,2.02,1.06,0.58,0.53,4.19
276.00,FIFA 12,X360,2011.00,Sports,Electronic Arts,0.84,2.79,0.02,0.53,4.19
277.00,Teenage Mutant Ninja Turtles,NES,1989.00,Action,Palcom,3.38,0.44,0.31,0.04,4.17
278.00,Excitebike,NES,1984.00,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16
279.00,Frogger,PS,1997.00,Action,Hasbro Interactive,3.79,0.27,0,0.11,4.16
280.00,Madden NFL 2003,PS2,2002.00,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14
281.00,Watch Dogs,PS4,2014.00,Action,Ubisoft,1.4,1.86,0.11,0.77,4.14
282.00,Half-Life,PC,1997.00,Shooter,Vivendi Games,4.03,0.00,0.09,0,4.12
283.00,Super Mario World 2: Yoshi's Island,SNES,1995.00,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12
284.00,FIFA Soccer 07,PS2,2006.00,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11
285.00,The Legend of Zelda: Skyward Sword,Wii,2011.00,Action,Nintendo,2.14,1.2,0.37,0.4,4.1
286.00,Street Fighter II Turbo,SNES,1992.00,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1
287.00,Carnival Games,Wii,2007.00,Misc,Take-Two Interactive,2.13,1.5,0.05,0.42,4.1
288.00,Fallout 4,XOne,2015.00,Role-Playing,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09
289.00,World of Warcraft: The Burning Crusade,PC,2007.00,Role-Playing,Activision,2.57,1.52,0,0,4.09
290.00,Fallout: New Vegas,X360,2010.00,Role-Playing,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08
291.00,God of War II,PS2,2007.00,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07
292.00,Forza Motorsport 2,X360,2007.00,Racing,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06
293.00,World Soccer Winning Eleven 9,PS2,2005.00,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06
294.00,Namco Museum Vol.3,PS,1996.00,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05
295.00,Tekken Tag Tournament,PS2,2000.00,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05
296.00,Far Cry 4,PS4,2014.00,Shooter,Ubisoft,1.12,2.12,0.1,0.69,4.03
297.00,Star Fox 64,N64,1997.00,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03
298.00,Minecraft,PS4,2014.00,Misc,Sony Computer Entertainment Europe,1.38,1.87,0.12,0.65,4.02
299.00,Golf,NES,1984.00,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01
300.00,Fallout 3,PS3,2008.00,Role-Playing,Bethesda Softworks,2.15,1.2,0.07,0.59,4.01
301.00,Professor Layton and the Diabolical Box,DS,2007.00,Puzzle,Nintendo,0.92,1.78,0.92,0.37,4
302.00,Left 4 Dead 2,X360,2009.00,Shooter,Electronic Arts,2.67,0.89,0.05,0.37,3.99
303.00,Namco Museum: 50th Anniversary,PS2,2005.00,Misc,Namco Bandai Games,2.08,1.35,0,0.54,3.98
304.00,EA Sports Active,Wii,2009.00,Sports,Electronic Arts,2.1,1.36,0.06,0.4,3.92
305.00,Assassin's Creed: Unity,PS4,2014.00,Action,Ubisoft,1.18,1.96,0.08,0.7,3.92
306.00,Donkey Kong Land,GB,1994.00,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91
307.00,Tony Hawk's Underground,PS2,2003.00,Sports,Activision,2.29,1.17,0.01,0.42,3.9
308.00,Assassin's Creed IV: Black Flag,PS3,2013.00,Action,Ubisoft,1.33,1.71,0.13,0.73,3.89
309.00,Monster Hunter 4 Ultimate,3DS,2014.00,Role-Playing,Nintendo,0.67,0.49,2.62,0.11,3.89
310.00,MotorStorm,PS3,2006.00,Racing,Sony Computer Entertainment,1.53,1.61,0.06,0.67,3.88
311.00,The Elder Scrolls V: Skyrim,PC,2011.00,Role-Playing,Bethesda Softworks,1.15,2.09,0,0.64,3.88
312.00,Tekken 5,PS2,2005.00,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87
313.00,Dragon Warrior III,NES,1988.00,Role-Playing,Enix Corporation,0.1,0.00,3.77,0,3.87
314.00,Sports Champions,PS3,2010.00,Sports,Sony Computer Entertainment,2.12,1.14,0.1,0.51,3.87
315.00,NBA 2K16,PS4,2015.00,Sports,Take-Two Interactive,2.48,0.65,0.03,0.69,3.85
316.00,World Soccer Winning Eleven 8 International,PS2,2004.00,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85
317.00,Flash Focus: Vision Training in Minutes a Day,DS,2007.00,Misc,Nintendo,0.87,1.57,1.05,0.35,3.84
318.00,Namco Museum Vol.1,PS,1995.00,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84
319.00,The Legend of Zelda: Link's Awakening,GB,1992.00,Action,Nintendo,2.21,0.96,0.54,0.13,3.83
320.00,Mario & Luigi: Bowser's Inside Story,DS,2009.00,Role-Playing,Nintendo,2.26,0.48,0.81,0.27,3.83
321.00,Big Brain Academy: Wii Degree,Wii,2007.00,Misc,Nintendo,1.06,1.93,0.41,0.43,3.82
322.00,Nintendogs + cats,3DS,2011.00,Simulation,Nintendo,1.44,1.37,0.73,0.27,3.81
323.00,Batman: Arkham Knight,PS4,2015.00,Action,Warner Bros. Interactive Entertainment,1.49,1.58,0.1,0.61,3.79
324.00,Mario & Sonic at the London 2012 Olympic Games,Wii,2011.00,Sports,Sega,1.14,1.91,0.27,0.46,3.78
325.00,LEGO Indiana Jones: The Original Adventures,X360,2008.00,Action,Activision,2.4,1.03,0,0.36,3.78
326.00,Resident Evil Director's Cut,PS,1996.00,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77
327.00,Ratchet & Clank: Size Matters,PSP,2007.00,Platform,Sony Computer Entertainment,1.4,1.4,0.1,0.87,3.77
328.00,Just Dance 2014,Wii,2013.00,Misc,Ubisoft,1.98,1.47,0,0.32,3.76
329.00,The Sims: Unleashed,PC,2002.00,Simulation,Electronic Arts,2.03,1.56,0,0.17,3.76
330.00,Super Paper Mario,Wii,2007.00,Platform,Nintendo,1.98,0.88,0.59,0.32,3.76
331.00,Harry Potter and the Sorcerer's Stone,PS,2001.00,Action,Electronic Arts,1.37,2.00,0.14,0.22,3.73
332.00,The Witcher 3: Wild Hunt,PS4,2015.00,Role-Playing,Namco Bandai Games,0.96,2.00,0.21,0.56,3.73
333.00,Resident Evil 3: Nemesis,PS,1999.00,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72
334.00,Spyro: Year of the Dragon,PS,2000.00,Platform,Sony Computer Entertainment,1.93,1.58,0,0.19,3.71
335.00,FIFA Soccer 2005,PS2,2004.00,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7
336.00,Pokémon Trading Card Game,GB,1998.00,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7
337.00,Battlefield 4,PS3,2013.00,Shooter,Electronic Arts,1.3,1.51,0.27,0.61,3.69
338.00,MySims,DS,2007.00,Simulation,Electronic Arts,1.59,1.61,0.08,0.41,3.69
339.00,Friend Collection,DS,2009.00,Misc,Nintendo,0.00,0.00,3.67,0,3.67
340.00,Tony Hawk's Pro Skater 4,PS2,2002.00,Sports,Activision,2.13,1.18,0.01,0.35,3.67
341.00,Midnight Club 3: DUB Edition,PSP,2005.00,Racing,Take-Two Interactive,1.65,1.22,0,0.79,3.66
342.00,Banjo-Kazooie,N64,1998.00,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65
343.00,SOCOM: U.S. Navy SEALs,PS2,2002.00,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65
344.00,Guitar Hero: World Tour,Wii,2008.00,Misc,Activision,2.33,0.97,0,0.35,3.65
345.00,Gran Turismo 6,PS3,2013.00,Racing,Sony Computer Entertainment,0.71,1.8,0.4,0.74,3.64
346.00,Jak and Daxter: The Precursor Legacy,PS2,2001.00,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64
347.00,Pokemon Snap,N64,1999.00,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63
348.00,FIFA Soccer 10,PS3,2009.00,Sports,Electronic Arts,0.6,2.46,0.05,0.52,3.63
349.00,Pro Evolution Soccer 2008,PS2,2007.00,Sports,Konami Digital Entertainment,0.05,0.00,0.64,2.93,3.63
350.00,Call of Duty: Ghosts,PS4,2013.00,Shooter,Activision,1.78,1.42,0.05,0.38,3.63
351.00,Resident Evil 4,PS2,2005.00,Action,Capcom,2.08,0.83,0.46,0.25,3.62
352.00,Tom Clancy's The Division,PS4,2016.00,Shooter,Ubisoft,1.28,1.61,0.15,0.57,3.61
353.00,Star Wars: Battlefront,PS2,2004.00,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61
354.00,Doom II: Hell on Earth,PC,1994.00,Shooter,Virgin Interactive,2.05,1.4,0,0.16,3.61
355.00,The Simpsons: Road Rage,PS2,2001.00,Racing,Electronic Arts,2.02,1.17,0,0.42,3.61
356.00,Cooking Mama 2: Dinner With Friends,DS,2007.00,Simulation,505 Games,1.61,1.5,0.1,0.39,3.61
357.00,Luigi's Mansion,GC,2001.00,Action,Nintendo,2.38,0.67,0.46,0.1,3.6
358.00,Star Wars: Battlefront II,PS2,2005.00,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59
359.00,WWF SmackDown!,PS,2000.00,Fighting,THQ,2.01,1.35,0.06,0.16,3.58
360.00,Croc: Legend of the Gobbos,PS,1997.00,Platform,Fox Interactive,1.57,1.79,0,0.2,3.56
361.00,Grand Theft Auto: Liberty City Stories,PS2,2006.00,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54
362.00,The Getaway,PS2,2002.00,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54
363.00,Tomb Raider III: Adventures of Lara Croft,PS,1997.00,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54
364.00,James Bond 007: Agent Under Fire,PS2,2001.00,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53
365.00,LEGO Star Wars: The Video Game,PS2,2005.00,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53
366.00,Battlefield 4,X360,2013.00,Shooter,Electronic Arts,2.14,1.08,0.02,0.29,3.53
367.00,FIFA Soccer 11,X360,2010.00,Sports,Electronic Arts,0.71,2.4,0.02,0.4,3.53
368.00,Rugrats in Paris: The Movie,PS,2000.00,Action,THQ,1.96,1.33,0,0.23,3.52
369.00,Spyro 2: Ripto's Rage!,PS,1999.00,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52
370.00,Left 4 Dead,X360,2008.00,Shooter,Electronic Arts,2.66,0.5,0.05,0.3,3.52
371.00,Mario & Sonic at the Olympic Winter Games,DS,2009.00,Sports,Sega,1.22,1.66,0.27,0.38,3.52
372.00,Resident Evil 5,X360,2009.00,Action,Capcom,2.11,0.94,0.12,0.34,3.51
373.00,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996.00,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51
374.00,Assassin's Creed: Brotherhood,X360,2010.00,Action,Ubisoft,2.84,0.39,0.03,0.24,3.5
375.00,Kung Fu,NES,1985.00,Action,Nintendo,1.64,0.38,1.42,0.06,3.5
376.00,Batman: Arkham Asylum,X360,2009.00,Action,Eidos Interactive,2.2,0.97,0.02,0.31,3.5
377.00,Clubhouse Games,DS,2006.00,Misc,Nintendo,0.59,1.83,0.73,0.35,3.5
378.00,FIFA Soccer 2004,PS2,N/A,Sports,Electronic Arts,0.59,2.36,0.04,0.51,3.49
379.00,Star Wars Battlefront (2015),XOne,2015.00,Shooter,Electronic Arts,1.94,1.22,0.02,0.31,3.49
380.00,Battlefield: Bad Company 2,X360,2010.00,Shooter,Electronic Arts,2.09,1.02,0.04,0.32,3.48
381.00,Guitar Hero: On Tour,DS,2008.00,Misc,Activision,2.11,1.01,0.01,0.35,3.48
382.00,Assassin's Creed: Unity,XOne,2014.00,Action,Ubisoft,2.26,0.89,0,0.3,3.46
383.00,Far Cry 3,PS3,2012.00,Shooter,Ubisoft,0.88,1.75,0.1,0.72,3.45
384.00,Monster Hunter 4,3DS,2013.00,Role-Playing,Capcom,0.00,0.00,3.44,0,3.44
385.00,Borderlands,X360,2009.00,Shooter,Take-Two Interactive,2.39,0.73,0.03,0.29,3.44
386.00,Tekken 4,PS2,2002.00,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44
387.00,Battlefield 4,PS4,2013.00,Shooter,Electronic Arts,1.34,1.54,0.17,0.38,3.43
388.00,LittleBigPlanet 2,PS3,2011.00,Platform,Sony Computer Entertainment,1.82,1.07,0.06,0.47,3.42
389.00,Grand Theft Auto 2,PS,1998.00,Action,Take-Two Interactive,1.13,2.07,0,0.22,3.42
390.00,Final Fantasy III,SNES,1994.00,Role-Playing,SquareSoft,0.86,0.00,2.55,0.02,3.42
391.00,Spider-Man 2,PS2,2004.00,Action,Activision,1.75,1.2,0.02,0.43,3.41
392.00,F-1 Race,GB,1990.00,Racing,Nintendo,1.73,0.69,0.59,0.4,3.41
393.00,FIFA Soccer 2003,PS2,2002.00,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4
394.00,Crash Bash,PS,2000.00,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39
395.00,LEGO Batman: The Videogame,X360,2008.00,Action,Warner Bros. Interactive Entertainment,2.03,1.03,0,0.32,3.38
396.00,Metal Gear Solid V: The Phantom Pain,PS4,2015.00,Action,Konami Digital Entertainment,1.08,1.35,0.48,0.47,3.38
397.00,The Legend of Zelda: Spirit Tracks,DS,2009.00,Action,Nintendo,1.43,0.94,0.74,0.27,3.38
398.00,WWF War Zone,PS,1998.00,Fighting,Acclaim Entertainment,2.47,0.76,0,0.13,3.36
399.00,The Legend of Zelda: Majora's Mask,N64,2000.00,Action,Nintendo,1.9,0.67,0.73,0.06,3.36
400.00,Professor Layton and the Unwound Future,DS,2008.00,Puzzle,Nintendo,0.65,1.61,0.82,0.28,3.36
401.00,Rugrats: Search For Reptar,PS,1998.00,Adventure,THQ,1.63,1.53,0,0.18,3.34
402.00,Assassin's Creed IV: Black Flag,X360,2013.00,Action,Ubisoft,1.9,1.14,0.01,0.29,3.34
403.00,English Training: Have Fun Improving Your Skills!,DS,2006.00,Misc,Nintendo,0.00,0.99,2.32,0.02,3.33
404.00,James Bond 007: Nightfire,PS2,2002.00,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33
405.00,Ratchet & Clank,PS2,2002.00,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33
406.00,Mario Party 9,Wii,2012.00,Misc,Nintendo,1.15,1.17,0.76,0.24,3.32
407.00,Star Wars Episode III: Revenge of the Sith,PS2,2005.00,Action,LucasArts,1.47,1.39,0.03,0.43,3.32
408.00,Max Payne,PS2,2001.00,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31
409.00,The Lord of the Rings: The Return of the King,PS2,2003.00,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28
410.00,Assassin's Creed Syndicate,PS4,2015.00,Action,Ubisoft,0.8,1.92,0.06,0.5,3.28
411.00,Destiny,XOne,2014.00,Shooter,Activision,2.13,0.92,0,0.23,3.28
412.00,True Crime: Streets of LA,PS2,2003.00,Action,Activision,1.89,1.05,0.02,0.31,3.27
413.00,Wii Music,Wii,2008.00,Misc,Nintendo,1.36,1.13,0.46,0.32,3.27
414.00,Gran Turismo (PSP),PSP,2009.00,Racing,Sony Computer Entertainment,0.5,1.59,0.31,0.87,3.27
415.00,Monster Hunter X,3DS,2015.00,Action,Capcom,0.25,0.19,2.78,0.04,3.26
416.00,Tekken,PS,1995.00,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24
417.00,FIFA 16,XOne,2015.00,Sports,Electronic Arts,0.88,2.11,0,0.23,3.23
418.00,L.A. Noire,PS3,2011.00,Adventure,Take-Two Interactive,1.27,1.33,0.12,0.51,3.23
419.00,Madden NFL 16,PS4,2015.00,Sports,Electronic Arts,2.33,0.3,0,0.59,3.22
420.00,Yokai Watch 2 Ganso/Honke,3DS,2014.00,Role-Playing,Nintendo,0.03,0.00,3.18,0,3.22
421.00,007: Tomorrow Never Dies,PS,1999.00,Shooter,Electronic Arts,1.72,1.33,0,0.16,3.21
422.00,Baseball,NES,1983.00,Sports,Nintendo,0.73,0.1,2.35,0.02,3.2
423.00,Killer Instinct,SNES,1995.00,Fighting,Nintendo,2.26,0.72,0.12,0.1,3.2
424.00,WWF SmackDown! 2: Know Your Role,PS,2000.00,Fighting,THQ,1.76,1.21,0.07,0.16,3.2
425.00,Crisis Core: Final Fantasy VII,PSP,2007.00,Role-Playing,Square Enix,1.35,0.6,0.8,0.44,3.19
426.00,God of War: Chains of Olympus,PSP,2008.00,Action,Sony Computer Entertainment,1.48,1.01,0.04,0.66,3.19
427.00,Dragon Quest VI: Maboroshi no Daichi,SNES,1995.00,Role-Playing,Enix Corporation,0.00,0.00,3.19,0,3.19
428.00,Dance Central,X360,2010.00,Misc,MTV Games,2.15,0.77,0.01,0.26,3.19
429.00,Enter the Matrix,PS2,2003.00,Action,Atari,1.78,1.12,0.09,0.19,3.18
430.00,Super Mario Maker,WiiU,2015.00,Platform,Nintendo,1.18,0.87,0.93,0.2,3.18
431.00,Fallout: New Vegas,PS3,2010.00,Role-Playing,Bethesda Softworks,1.52,1.08,0.1,0.47,3.17
432.00,LEGO Batman: The Videogame,Wii,N/A,Action,Warner Bros. Interactive Entertainment,1.86,1.02,0,0.29,3.17
433.00,Rhythm Heaven,DS,2008.00,Misc,Nintendo,0.58,0.51,1.93,0.14,3.17
434.00,Ace Combat 04: Shattered Skies,PS2,2001.00,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17
435.00,Club Penguin: Elite Penguin Force,DS,2008.00,Adventure,Disney Interactive Studios,1.88,0.98,0,0.3,3.16
436.00,Animal Crossing,GC,2001.00,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15
437.00,LEGO Batman: The Videogame,DS,2008.00,Action,Warner Bros. Interactive Entertainment,1.79,1.06,0,0.29,3.15
438.00,Sonic Rush,DS,2005.00,Platform,Sega,1.22,1.57,0.06,0.29,3.15
439.00,Resident Evil 6,PS3,2012.00,Shooter,Capcom,0.88,0.97,0.88,0.42,3.15
440.00,Halo: The Master Chief Collection,XOne,2014.00,Shooter,Microsoft Game Studios,1.89,0.99,0.03,0.24,3.15
441.00,FIFA Soccer 08,PS2,2007.00,Sports,Electronic Arts,0.68,0.00,0,2.46,3.14
442.00,Spider-Man,PS,2000.00,Action,Activision,1.7,1.25,0.02,0.16,3.13
443.00,Need for Speed III: Hot Pursuit,PS,1998.00,Racing,Electronic Arts,2.14,0.86,0,0.13,3.12
444.00,Star Wars Episode I Racer,N64,1999.00,Racing,Nintendo,2.31,0.62,0.14,0.04,3.12
445.00,Personal Trainer: Cooking,DS,2006.00,Misc,Nintendo,0.91,1.00,1.03,0.17,3.12
446.00,The Elder Scrolls IV: Oblivion,PS3,2007.00,Role-Playing,Ubisoft,1.69,0.87,0.14,0.42,3.12
447.00,Dragon Warrior IV,NES,1990.00,Role-Playing,Enix Corporation,0.08,0.00,3.03,0.01,3.12
448.00,Heavy Rain,PS3,2010.00,Adventure,Sony Computer Entertainment,1.29,1.27,0.06,0.5,3.12
449.00,Mass Effect 2,X360,2010.00,Role-Playing,Electronic Arts,1.99,0.82,0.03,0.27,3.11
450.00,FIFA 15,X360,2014.00,Sports,Electronic Arts,0.78,2.02,0,0.3,3.11
451.00,Dragon Ball Z: Budokai,PS2,2002.00,Fighting,Atari,2.17,0.28,0.55,0.08,3.09
452.00,Madden NFL 2002,PS2,2001.00,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08
453.00,World Class Track Meet,NES,1986.00,Sports,Namco Bandai Games,1.92,0.45,0.64,0.07,3.08
454.00,Borderlands 2,X360,2012.00,Shooter,Take-Two Interactive,1.89,0.91,0.04,0.24,3.07
455.00,The Legend of Zelda: A Link Between Worlds,3DS,2013.00,Action,Nintendo,1.4,0.99,0.46,0.22,3.07
456.00,Donkey Kong,GB,1994.00,Platform,Nintendo,1.57,0.62,0.55,0.34,3.07
457.00,The Sims: Vacation,PC,2002.00,Simulation,Electronic Arts,1.72,1.21,0,0.14,3.07
458.00,Mass Effect 3,X360,2012.00,Role-Playing,Electronic Arts,1.94,0.86,0.03,0.24,3.07
459.00,Kung Fu Panda,X360,2008.00,Action,Activision,1.91,0.84,0,0.29,3.05
460.00,Far Cry 3,X360,2012.00,Shooter,Ubisoft,1.38,1.35,0.02,0.28,3.04
461.00,Epic Mickey,Wii,2010.00,Platform,Disney Interactive Studios,2.06,0.64,0.12,0.22,3.04
462.00,Saints Row 2,X360,2008.00,Action,THQ,1.94,0.8,0.02,0.27,3.03
463.00,Rayman,PS,1995.00,Platform,Ubisoft,1.54,1.33,0,0.16,3.03
464.00,Killzone 2,PS3,2009.00,Shooter,Sony Computer Entertainment,1.4,1.07,0.08,0.47,3.02
465.00,Tom Clancy's Splinter Cell,XB,2002.00,Action,Ubisoft,1.85,1.04,0,0.13,3.02
466.00,Mike Tyson's Punch-Out!!,NES,1987.00,Fighting,Nintendo,2.03,0.47,0.45,0.07,3.02
467.00,WWE SmackDown! Shut Your Mouth,PS2,2002.00,Sports,THQ,1.45,1.13,0.07,0.38,3.02
468.00,Gears of War: Ultimate Edition,XOne,2015.00,Shooter,Microsoft Game Studios,2.38,0.32,0,0.31,3
469.00,NBA 2K13,X360,2012.00,Sports,Take-Two Interactive,2.6,0.21,0.01,0.19,3
470.00,Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007.00,Fighting,Atari,1.15,0.00,0.76,1.09,3
471.00,wwe Smackdown vs. Raw 2006,PS2,N/A,Fighting,N/A,1.57,1.02,0,0.41,3
472.00,Middle-Earth: Shadow of Mordor,PS4,2014.00,Action,Warner Bros. Interactive Entertainment,1.01,1.41,0.05,0.53,2.99
473.00,Star Fox,SNES,1993.00,Shooter,Nintendo,1.61,0.51,0.8,0.07,2.99
474.00,The Sims: Livin Large,PC,2000.00,Misc,Electronic Arts,1.67,1.18,0,0.13,2.99
475.00,World Soccer Winning Eleven 6 International,PS2,2002.00,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99
476.00,Devil May Cry,PS2,2001.00,Action,Capcom,1.36,0.86,0.64,0.13,2.99
477.00,Animal Crossing: Happy Home Designer,3DS,2015.00,Simulation,Nintendo,0.47,1.00,1.39,0.12,2.98
478.00,Battlefield: Bad Company 2,PS3,2010.00,Shooter,Electronic Arts,1.33,1.12,0.08,0.45,2.97
479.00,The Sims 4,PC,2014.00,Simulation,Electronic Arts,0.96,1.72,0,0.29,2.97
480.00,Star Wars: The Old Republic,PC,2011.00,Role-Playing,Electronic Arts,1.58,1.01,0,0.38,2.97
481.00,Sonic Heroes,PS2,2003.00,Platform,Sega,1.04,1.37,0.06,0.49,2.96
482.00,Kirby Super Star Ultra,DS,2008.00,Platform,Nintendo,1.57,0.04,1.19,0.15,2.96
483.00,Hitman 2: Silent Assassin,PS2,2002.00,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96
484.00,Street Fighter IV,X360,2009.00,Fighting,Capcom,1.82,0.71,0.15,0.26,2.95
485.00,Wave Race 64,N64,1996.00,Racing,Nintendo,1.98,0.58,0.34,0.04,2.94
486.00,SOCOM II: U.S. Navy SEALs,PS2,2003.00,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94
487.00,WWE SmackDown! vs. RAW 2006,PS2,2005.00,Fighting,THQ,1.45,1.11,0.04,0.33,2.94
488.00,inFAMOUS,PS3,2009.00,Action,Sony Computer Entertainment,1.76,0.69,0.12,0.37,2.94
489.00,Pac-Man Collection,GBA,2001.00,Puzzle,Atari,2.07,0.77,0.05,0.05,2.94
490.00,Mass Effect,X360,2007.00,Role-Playing,Microsoft Game Studios,1.83,0.8,0.03,0.27,2.93
491.00,WarioWare: Smooth Moves,Wii,2006.00,Puzzle,Nintendo,0.87,1.06,0.73,0.26,2.92
492.00,Cooking Mama: Cook Off,Wii,2007.00,Simulation,505 Games,1.43,1.13,0.05,0.3,2.91
