ID de produto único,peso dos produtos,especifica se o produto tem baixo teor de gordura ou não,porcentagem da área total de exibição de todos os produtos em uma loja alocada para o produto específico,a categoria à qual o produto pertence,Preço máximo de varejo (preço listado) dos produtos,ID de loja única,ano de criação dos pontos de venda,o tamanho da loja em termos de área coberta,o tipo de cidade em que a loja está localizada,(variável de destino) vendas do produto na loja específica
FDJ10,5.095,reg,0.216762584,Snack Foods,1.422.838,OUT010,1998,,Tier 3,Grocery Store
FDW36,11.15,Low Fat,0.057254675,Baking Goods,1.040.622,OUT017,2007,,Tier 2,Supermarket Type1
FDW21,5.34,Regular,0,Snack Foods,1.010.358,OUT010,1998,,Tier 3,Grocery Store
FDY19,19.75,Low Fat,0.041598912,Fruits and Vegetables,1.180.466,OUT017,2007,,Tier 2,Supermarket Type1
DRE03,19.6,Low Fat,0.024206741,Dairy,470.718,OUT013,1987,High,Tier 3,Supermarket Type1
NCC55,10.695,Low Fat,0.063862271,Household,381.848,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDH52,9.42,Regular,0.073484791,Frozen Foods,636.194,OUT010,1998,,Tier 3,Grocery Store
FDO09,13.5,Regular,0.125983278,Snack Foods,264.691,OUT017,2007,,Tier 2,Supermarket Type1
FDU43,19.35,Regular,0.058161092,Fruits and Vegetables,2.394.564,OUT045,2002,,Tier 2,Supermarket Type1
FDX09,9,Low Fat,0.1092139,Snack Foods,175.037,OUT010,1998,,Tier 3,Grocery Store
FDH40,,Regular,0.138195491,Frozen Foods,831.276,OUT019,1985,Small,Tier 1,Grocery Store
FDW58,20.75,Low Fat,0.007595816,Snack Foods,1.044.622,OUT017,2007,,Tier 2,Supermarket Type1
FDC47,15,Low Fat,0.11956313,Snack Foods,2.272.694,OUT017,2007,,Tier 2,Supermarket Type1
NCR41,17.85,LF,0.018020588,Health and Hygiene,944.094,OUT035,2004,Small,Tier 2,Supermarket Type1
DRG49,7.81,Low Fat,0.067442541,Soft Drinks,2.447.486,OUT035,2004,Small,Tier 2,Supermarket Type1
FDC52,,Regular,0.008239804,Dairy,1.522.708,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDY13,12.1,Low Fat,0.030127406,Canned,74.567,OUT046,1997,Small,Tier 1,Supermarket Type1
FDY35,17.6,Regular,0.016014343,Breads,440.402,OUT013,1987,High,Tier 3,Supermarket Type1
FDI35,14,Low Fat,0.041524729,Starchy Foods,1.817.634,OUT017,2007,,Tier 2,Supermarket Type1
NCU18,15.1,Low Fat,0.055926872,Household,1.414.496,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDY33,14.5,Regular,0.097597084,Snack Foods,1.585.262,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDC15,,Low Fat,0.177107232,Dairy,1.575.288,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDU01,20.25,Regular,0,Canned,1.864.924,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCU42,9,Low Fat,0.019506654,Household,1.695.474,OUT046,1997,Small,Tier 1,Supermarket Type1
NCV29,11.8,Low Fat,0.022936556,Health and Hygiene,1.776.686,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCY30,20.25,Low Fat,0.02610006,Household,1.828.976,OUT017,2007,,Tier 2,Supermarket Type1
FDQ46,7.51,Low Fat,0.103974431,Snack Foods,1.121.544,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDG58,,Regular,0.086360962,Snack Foods,1.537.972,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDK33,17.85,Low Fat,0.011298801,Snack Foods,213.256,OUT017,2007,,Tier 2,Supermarket Type1
NCD07,9.1,Low Fat,0.055541153,Household,1.156.518,OUT045,2002,,Tier 2,Supermarket Type1
NCX29,,Low Fat,0.088720803,Health and Hygiene,1.444.102,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCT42,5.88,Low Fat,0.024866609,Household,1.483.392,OUT013,1987,High,Tier 3,Supermarket Type1
DRN59,15,Low Fat,0.064129493,Hard Drinks,45.906,OUT035,2004,Small,Tier 2,Supermarket Type1
FDI44,16.1,Low Fat,0.100213917,Fruits and Vegetables,790.328,OUT035,2004,Small,Tier 2,Supermarket Type1
FDA45,21.25,Low Fat,0.155621254,Snack Foods,178.237,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDP31,21.1,Regular,0.161832494,Fruits and Vegetables,657.168,OUT045,2002,,Tier 2,Supermarket Type1
FDY01,11.8,Regular,0.170283492,Canned,1.151.834,OUT046,1997,Small,Tier 1,Supermarket Type1
FDT09,15.15,Regular,0.012313256,Snack Foods,1.328.284,OUT018,2009,Medium,Tier 3,Supermarket Type2
DRH03,,Low Fat,0,Dairy,94.812,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDA36,5.985,Low Fat,0.005689466,Baking Goods,1.866.924,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCF31,9.13,Low Fat,0.052140695,Household,1.534.024,OUT017,2007,,Tier 2,Supermarket Type1
FDG14,9,Regular,0.050579228,Canned,1.513.024,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDG28,,Regular,0.04904165,Frozen Foods,2.455.144,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDU14,17.75,Low Fat,0.034806679,Dairy,250.175,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDY47,,Regular,0.095395258,Breads,131.131,OUT019,1985,Small,Tier 1,Grocery Store
FDI56,7.325,Low Fat,0.093530571,Fruits and Vegetables,904.146,OUT049,1999,Medium,Tier 1,Supermarket Type1
DRD01,12.1,Regular,0.061124626,Soft Drinks,564.614,OUT013,1987,High,Tier 3,Supermarket Type1
FDM22,14,Regular,0,Snack Foods,54.864,OUT046,1997,Small,Tier 1,Supermarket Type1
FDH33,12.85,Low Fat,0.121624114,Snack Foods,422.428,OUT013,1987,High,Tier 3,Supermarket Type1
DRZ24,7.535,Low Fat,0.081719458,Soft Drinks,118.444,OUT013,1987,High,Tier 3,Supermarket Type1
NCQ38,16.35,Low Fat,0.01336643,Others,105.228,OUT046,1997,Small,Tier 1,Supermarket Type1
FDO16,,Low Fat,0.015035032,Frozen Foods,84.025,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDU07,,Low Fat,0.059557164,Fruits and Vegetables,1.492.366,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCB07,19.2,Low Fat,0.077443049,Household,194.511,OUT013,1987,High,Tier 3,Supermarket Type1
FDU48,18.85,Low Fat,0.055470721,Baking Goods,1.321.284,OUT045,2002,,Tier 2,Supermarket Type1
NCM43,14.5,Low Fat,0.019514867,Others,165.121,OUT045,2002,,Tier 2,Supermarket Type1
FDR31,6.46,Regular,0.08228859,Fruits and Vegetables,1.444.102,OUT010,1998,,Tier 3,Grocery Store
DRK49,14.15,Low Fat,0.036090136,Soft Drinks,411.138,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCI30,20.25,Low Fat,0.098645981,Household,244.746,OUT010,1998,,Tier 3,Grocery Store
DRD60,15.7,Low Fat,0.03744271,Soft Drinks,1.811.634,OUT017,2007,,Tier 2,Supermarket Type1
NCG19,20.25,Low Fat,0.147933567,Household,2.353.616,OUT046,1997,Small,Tier 1,Supermarket Type1
FDH12,9.6,LF,0.084937598,Baking Goods,105.028,OUT035,2004,Small,Tier 2,Supermarket Type1
FDM32,20.5,Low Fat,0.020601136,Fruits and Vegetables,91.683,OUT035,2004,Small,Tier 2,Supermarket Type1
FDM27,12.35,Regular,0.158439388,Meat,1.560.946,OUT035,2004,Small,Tier 2,Supermarket Type1
NCU53,,Low Fat,0,Health and Hygiene,1.657.842,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCQ18,15.75,Low Fat,0.135072801,Household,99.17,OUT046,1997,Small,Tier 1,Supermarket Type1
FDS10,19.2,Low Fat,0.035156307,Snack Foods,1.791.318,OUT013,1987,High,Tier 3,Supermarket Type1
FDB33,,Low Fat,0.014509564,Fruits and Vegetables,1.574.262,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDI12,9.395,Regular,0.100315391,Baking Goods,858.856,OUT013,1987,High,Tier 3,Supermarket Type1
NCW42,18.2,Low Fat,0.058420325,Household,2.214.456,OUT013,1987,High,Tier 3,Supermarket Type1
NCC06,19,Low Fat,0.027096298,Household,1.286.336,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDW02,4.805,Regular,0.037912667,Dairy,1.258.704,OUT017,2007,,Tier 2,Supermarket Type1
NCD43,8.85,Low Fat,0.016110572,Household,1.042.964,OUT017,2007,,Tier 2,Supermarket Type1
FDM57,11.65,Regular,0.076158144,Snack Foods,829.908,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDA58,9.395,Low Fat,0.104338095,Snack Foods,2.368.932,OUT017,2007,,Tier 2,Supermarket Type1
FDK56,9.695,Low Fat,0.129998012,Fruits and Vegetables,1.851.898,OUT046,1997,Small,Tier 1,Supermarket Type1
FDP52,18.7,Regular,0,Frozen Foods,231.201,OUT045,2002,,Tier 2,Supermarket Type1
FDW20,20.75,LF,0.024247803,Fruits and Vegetables,123.973,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDS52,8.89,Low Fat,0.005483027,Frozen Foods,1.004.016,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCT29,12.6,Low Fat,0.064371885,Health and Hygiene,1.198.414,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCL54,12.6,Low Fat,0.082684949,Household,1.766.054,OUT013,1987,High,Tier 3,Supermarket Type1
FDC05,13.1,Regular,0.098984923,Frozen Foods,1.982.768,OUT045,2002,,Tier 2,Supermarket Type1
FDF34,9.3,Regular,0.014016743,Snack Foods,1.968.084,OUT035,2004,Small,Tier 2,Supermarket Type1
FDP03,,Regular,0.060880827,Meat,1.244.388,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDD32,17.7,Regular,0.068511767,Fruits and Vegetables,832.276,OUT010,1998,,Tier 3,Grocery Store
FDZ10,17.85,Low Fat,0,Snack Foods,127.502,OUT045,2002,,Tier 2,Supermarket Type1
FDZ40,8.935,Low Fat,0.04017515,Frozen Foods,541.298,OUT035,2004,Small,Tier 2,Supermarket Type1
FDD51,11.15,Low Fat,0.120441348,Dairy,437.744,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCY30,,Low Fat,0.045440803,Household,1.795.976,OUT019,1985,Small,Tier 1,Grocery Store
FDP58,11.1,LF,0.135906738,Snack Foods,2.179.482,OUT017,2007,,Tier 2,Supermarket Type1
FDV49,10,Low Fat,0.025973288,Canned,2.643.226,OUT017,2007,,Tier 2,Supermarket Type1
FDY24,,Regular,0.23372937,Baking Goods,524.298,OUT019,1985,Small,Tier 1,Grocery Store
NCO55,12.8,Low Fat,0.091552173,Others,1.071.938,OUT017,2007,,Tier 2,Supermarket Type1
FDR13,9.895,Regular,0.028883289,Canned,1.166.492,OUT017,2007,,Tier 2,Supermarket Type1
FDS51,13.35,Low Fat,0.03236252,Meat,620.194,OUT017,2007,,Tier 2,Supermarket Type1
FDP26,7.785,Low Fat,0.139835844,Dairy,1.047.306,OUT045,2002,,Tier 2,Supermarket Type1
NCB54,,Low Fat,0.049810328,Health and Hygiene,1.292.336,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDF32,16.35,Low Fat,0.068466049,Fruits and Vegetables,1.971.426,OUT017,2007,,Tier 2,Supermarket Type1
FDN31,11.5,Low Fat,0.073178424,Fruits and Vegetables,189.153,OUT018,2009,Medium,Tier 3,Supermarket Type2
DRM48,15.2,Low Fat,0.113535259,Soft Drinks,360.848,OUT017,2007,,Tier 2,Supermarket Type1
FDN20,19.35,Low Fat,0.026222599,Fruits and Vegetables,1.690.474,OUT049,1999,Medium,Tier 1,Supermarket Type1
DRL01,19.5,Regular,0,Soft Drinks,2.331.958,OUT046,1997,Small,Tier 1,Supermarket Type1
FDV56,16.1,Regular,0.01361686,Fruits and Vegetables,1.072.596,OUT049,1999,Medium,Tier 1,Supermarket Type1
DRH13,,Low Fat,0.023770288,Soft Drinks,107.728,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDA03,18.5,Regular,0.045720935,Dairy,1.456.102,OUT017,2007,,Tier 2,Supermarket Type1
FDF47,,Low Fat,0.097145513,Starchy Foods,2.238.746,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDX32,15.1,Regular,0.099858247,Fruits and Vegetables,1.464.786,OUT046,1997,Small,Tier 1,Supermarket Type1
FDX57,17.25,Regular,0.047339698,Snack Foods,965.068,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCA30,19,LF,0.129596025,Household,1.905.872,OUT045,2002,,Tier 2,Supermarket Type1
FDO49,10.6,Regular,0.033024663,Breakfast,493.008,OUT013,1987,High,Tier 3,Supermarket Type1
FDL04,,Low Fat,0.195963464,Frozen Foods,1.051.622,OUT019,1985,Small,Tier 1,Grocery Store
DRM48,15.2,Low Fat,0.112875322,Soft Drinks,372.848,OUT035,2004,Small,Tier 2,Supermarket Type1
FDR16,5.845,Regular,0.104930609,Frozen Foods,2.123.218,OUT013,1987,High,Tier 3,Supermarket Type1
NCC19,6.57,Low Fat,0.097275225,Household,192.682,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCE42,21.1,Low Fat,0.010623794,Household,2.354.958,OUT045,2002,,Tier 2,Supermarket Type1
FDY24,4.88,Regular,0.134248297,Baking Goods,549.298,OUT017,2007,,Tier 2,Supermarket Type1
FDH19,19.35,Low Fat,0.033139916,Meat,1.754.738,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDJ46,11.1,Low Fat,0.044786137,Snack Foods,1.734.054,OUT013,1987,High,Tier 3,Supermarket Type1
FDN45,19.35,Low Fat,0.197679823,Snack Foods,2.246.088,OUT010,1998,,Tier 3,Grocery Store
FDY08,9.395,Regular,0.171042873,Fruits and Vegetables,1.399.838,OUT035,2004,Small,Tier 2,Supermarket Type1
FDZ37,8.1,Regular,0.019764765,Canned,866.198,OUT035,2004,Small,Tier 2,Supermarket Type1
NCT30,9.1,LF,0.080455726,Household,473.718,OUT045,2002,,Tier 2,Supermarket Type1
DRY23,9.395,Regular,0.109540783,Soft Drinks,419.112,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCZ30,6.59,Low Fat,0.026291649,Household,1.217.098,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDC44,15.6,Low Fat,0.173299972,Fruits and Vegetables,1.133.518,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDB45,20.85,Low Fat,0.021325759,Fruits and Vegetables,1.046.306,OUT035,2004,Small,Tier 2,Supermarket Type1
FDY04,17.7,Regular,0.042441097,Frozen Foods,163.221,OUT013,1987,High,Tier 3,Supermarket Type1
FDM27,12.35,reg,0,Meat,1.588.946,OUT046,1997,Small,Tier 1,Supermarket Type1
FDZ43,11,Regular,0.057381292,Fruits and Vegetables,2.412.512,OUT017,2007,,Tier 2,Supermarket Type1
FDT39,,Regular,0.017277445,Meat,1.507.366,OUT019,1985,Small,Tier 1,Grocery Store
NCC06,,LF,0.047249645,Household,1.267.336,OUT019,1985,Small,Tier 1,Grocery Store
FDL15,,Low Fat,0.046408928,Meat,1.535.682,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDL57,15.1,Regular,0.067456225,Snack Foods,2.575.304,OUT017,2007,,Tier 2,Supermarket Type1
FDU08,10.3,Low Fat,0.027315417,Fruits and Vegetables,987.042,OUT046,1997,Small,Tier 1,Supermarket Type1
FDK40,7.035,Low Fat,0.021972988,Frozen Foods,264.091,OUT017,2007,,Tier 2,Supermarket Type1
FDQ12,12.65,Low Fat,0.059270332,Baking Goods,229.101,OUT010,1998,,Tier 3,Grocery Store
FDS48,15.15,Low Fat,0.027936385,Baking Goods,1.511.708,OUT017,2007,,Tier 2,Supermarket Type1
FDP09,19.75,Low Fat,0.033958586,Snack Foods,2.120.902,OUT045,2002,,Tier 2,Supermarket Type1
FDW21,5.34,Regular,0.005973153,Snack Foods,990.358,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDY25,12,Low Fat,0.033968012,Canned,1.810.976,OUT035,2004,Small,Tier 2,Supermarket Type1
DRE13,6.28,Low Fat,0.027861814,Soft Drinks,855.198,OUT017,2007,,Tier 2,Supermarket Type1
FDV43,,Low Fat,0.134564284,Fruits and Vegetables,427.086,OUT019,1985,Small,Tier 1,Grocery Store
FDD22,10,Low Fat,0.099851786,Snack Foods,1.117.544,OUT045,2002,,Tier 2,Supermarket Type1
FDM46,,Low Fat,0.280083047,Snack Foods,92.712,OUT019,1985,Small,Tier 1,Grocery Store
NCO30,19.5,Low Fat,0.026320247,Household,1.849.608,OUT010,1998,,Tier 3,Grocery Store
FDM25,10.695,Regular,0.060665739,Breakfast,1.737.712,OUT046,1997,Small,Tier 1,Supermarket Type1
NCN41,17,Low Fat,0.052290474,Health and Hygiene,122.873,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDU24,6.78,Regular,0.140447292,Baking Goods,93.312,OUT045,2002,,Tier 2,Supermarket Type1
FDZ50,12.8,Regular,0.079076331,Dairy,1.837.608,OUT046,1997,Small,Tier 1,Supermarket Type1
FDP45,15.7,Regular,0.030599358,Snack Foods,2.514.724,OUT013,1987,High,Tier 3,Supermarket Type1
NCM54,17.7,Low Fat,0.051042366,Household,1.261.678,OUT045,2002,,Tier 2,Supermarket Type1
FDW10,,Low Fat,0.123745045,Snack Foods,175.337,OUT019,1985,Small,Tier 1,Grocery Store
FDP20,19.85,Low Fat,0.04592756,Fruits and Vegetables,127.902,OUT017,2007,,Tier 2,Supermarket Type1
FDK32,16.25,Regular,0.048975573,Fruits and Vegetables,1.510.682,OUT046,1997,Small,Tier 1,Supermarket Type1
FDN52,9.395,Regular,0.13177444,Frozen Foods,877.198,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDM58,16.85,Regular,0,Snack Foods,1.110.544,OUT045,2002,,Tier 2,Supermarket Type1
FDZ46,,Low Fat,0.068788985,Snack Foods,1.108.228,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCA18,10.1,Low Fat,0.05630601,Household,1.171.492,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDD35,12.15,Low Fat,0.025864429,Starchy Foods,121.844,OUT046,1997,Small,Tier 1,Supermarket Type1
NCK31,10.895,Low Fat,0.02704266,Others,494.666,OUT035,2004,Small,Tier 2,Supermarket Type1
FDI40,,Regular,0.124994714,Frozen Foods,1.005.358,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDT50,,Regular,0.189512493,Dairy,977.752,OUT019,1985,Small,Tier 1,Grocery Store
NCT06,17.1,Low Fat,0.038737554,Household,1.647.842,OUT046,1997,Small,Tier 1,Supermarket Type1
FDT31,19.75,Low Fat,0.012445941,Fruits and Vegetables,1.878.872,OUT035,2004,Small,Tier 2,Supermarket Type1
FDT45,15.85,Low Fat,0.05740255,Snack Foods,530.956,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDT13,14.85,Low Fat,0.018609305,Canned,1.871.214,OUT045,2002,,Tier 2,Supermarket Type1
FDO50,16.25,Low Fat,0.078327268,Canned,909.804,OUT045,2002,,Tier 2,Supermarket Type1
NCU18,15.1,Low Fat,0.093464804,Household,1.408.496,OUT010,1998,,Tier 3,Grocery Store
NCR54,16.35,Low Fat,0.090702992,Household,195.111,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCO18,13.15,Low Fat,0.024751688,Household,1.782.686,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDU09,7.71,Regular,0.0667322,Snack Foods,562.956,OUT045,2002,,Tier 2,Supermarket Type1
FDT13,14.85,Low Fat,0.018647294,Canned,1.875.214,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDE09,8.775,Low Fat,0.021603383,Fruits and Vegetables,1.122.228,OUT046,1997,Small,Tier 1,Supermarket Type1
NCK53,,Low Fat,0.065799906,Health and Hygiene,1.011.042,OUT019,1985,Small,Tier 1,Grocery Store
FDG45,8.1,Low Fat,0,Fruits and Vegetables,2.132.902,OUT049,1999,Medium,Tier 1,Supermarket Type1
DRH15,8.775,Low Fat,0.109890489,Dairy,450.428,OUT035,2004,Small,Tier 2,Supermarket Type1
FDO21,,Regular,0.017093789,Snack Foods,2.240.404,OUT019,1985,Small,Tier 1,Grocery Store
FDD14,,LF,0.16898615,Canned,1.842.266,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDC09,15.5,Regular,0.026302004,Fruits and Vegetables,1.027.332,OUT046,1997,Small,Tier 1,Supermarket Type1
FDH45,,Regular,0.105155137,Fruits and Vegetables,432.796,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDV32,7.785,Low Fat,0.088708388,Fruits and Vegetables,65.051,OUT046,1997,Small,Tier 1,Supermarket Type1
FDG12,6.635,Regular,0.00632491,Baking Goods,1.191.098,OUT035,2004,Small,Tier 2,Supermarket Type1
FDS32,17.75,Regular,0.029629236,Fruits and Vegetables,1.401.838,OUT013,1987,High,Tier 3,Supermarket Type1
NCL55,12.15,Low Fat,0.064924087,Others,251.204,OUT018,2009,Medium,Tier 3,Supermarket Type2
DRE01,10.1,Low Fat,0.167123591,Soft Drinks,2.435.512,OUT035,2004,Small,Tier 2,Supermarket Type1
DRE15,13.35,Low Fat,0.017813048,Dairy,770.012,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCL42,18.85,Low Fat,0.04045348,Household,2.470.144,OUT045,2002,,Tier 2,Supermarket Type1
FDP31,21.1,Regular,0.161370557,Fruits and Vegetables,640.168,OUT013,1987,High,Tier 3,Supermarket Type1
FDN33,6.305,Regular,0.123617286,Snack Foods,935.436,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDZ59,6.63,Regular,0.104021582,Baking Goods,164.85,OUT046,1997,Small,Tier 1,Supermarket Type1
FDE45,12.1,Low Fat,0.067549872,Fruits and Vegetables,1.783.002,OUT010,1998,,Tier 3,Grocery Store
FDJ07,7.26,Low Fat,0.01441152,Meat,118.415,OUT013,1987,High,Tier 3,Supermarket Type1
FDQ45,9.5,Regular,0.010961524,Snack Foods,1.844.608,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDM33,,Low Fat,0.087294906,Snack Foods,2.191.798,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDO15,16.75,Regular,0.014338639,Meat,757.038,OUT010,1998,,Tier 3,Grocery Store
FDM46,7.365,Low Fat,0.159834724,Snack Foods,92.512,OUT013,1987,High,Tier 3,Supermarket Type1
FDR03,15.7,Regular,0.008753653,Meat,205.698,OUT045,2002,,Tier 2,Supermarket Type1
FDY49,17.2,Regular,0.012061003,Canned,1.664.184,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDQ60,6.195,Regular,0.109596256,Baking Goods,1.188.098,OUT045,2002,,Tier 2,Supermarket Type1
FDW10,21.2,Low Fat,0,Snack Foods,176.137,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDO51,6.785,Regular,0.042047755,Meat,446.112,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDJ40,13.6,Regular,0.049791265,Frozen Foods,1.087.912,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDS20,8.85,Low Fat,0.054086343,Fruits and Vegetables,1.822.292,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDU45,15.6,Regular,0.035476594,Snack Foods,1.124.518,OUT013,1987,High,Tier 3,Supermarket Type1
FDV02,16.75,Low Fat,0.060534179,Dairy,1.694.106,OUT035,2004,Small,Tier 2,Supermarket Type1
FDN09,14.15,Low Fat,0.034874689,Snack Foods,2.422.828,OUT046,1997,Small,Tier 1,Supermarket Type1
NCM55,,Low Fat,0.066403009,Others,1.866.924,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDN23,6.575,Regular,0.075815345,Breads,1.446.444,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDY31,5.98,Low Fat,0.072915282,Fruits and Vegetables,1.451.418,OUT010,1998,,Tier 3,Grocery Store
FDW03,5.63,Regular,0.041077066,Meat,1.065.306,OUT010,1998,,Tier 3,Grocery Store
FDD14,20.7,Low Fat,0.169808455,Canned,1.834.266,OUT046,1997,Small,Tier 1,Supermarket Type1
FDV23,11,Low Fat,0.106435421,Breads,1.257.046,OUT017,2007,,Tier 2,Supermarket Type1
DRI03,6.03,Low Fat,0.022749737,Dairy,1.757.028,OUT045,2002,,Tier 2,Supermarket Type1
FDN13,18.6,Low Fat,0.152029528,Breakfast,993.358,OUT035,2004,Small,Tier 2,Supermarket Type1
FDF45,,Regular,0.01214561,Fruits and Vegetables,597.904,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDU46,10.3,Regular,0.011124197,Snack Foods,87.454,OUT035,2004,Small,Tier 2,Supermarket Type1
FDB57,20.25,Regular,0.018834342,Fruits and Vegetables,2.223.772,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDV12,16.7,Regular,0,Baking Goods,996.384,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDQ58,7.315,Low Fat,0.015289106,Snack Foods,151.134,OUT013,1987,High,Tier 3,Supermarket Type1
NCA18,10.1,Low Fat,0.056394771,Household,1.159.492,OUT017,2007,,Tier 2,Supermarket Type1
FDH52,9.42,Regular,0,Frozen Foods,613.194,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDM24,6.135,Regular,0.079650513,Baking Goods,1.501.366,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCP43,,Low Fat,0.030359318,Others,181.166,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCO18,,Low Fat,0.04316119,Household,1.764.686,OUT019,1985,Small,Tier 1,Grocery Store
FDM32,20.5,LF,0.020721583,Fruits and Vegetables,91.183,OUT017,2007,,Tier 2,Supermarket Type1
NCL07,13.85,Low Fat,0.031515822,Others,37.948,OUT017,2007,,Tier 2,Supermarket Type1
FDK03,12.6,Regular,0.073858923,Dairy,2.532.356,OUT013,1987,High,Tier 3,Supermarket Type1
FDP59,20.85,Regular,0.056785107,Breads,1.022.648,OUT017,2007,,Tier 2,Supermarket Type1
FDQ24,15.7,Low Fat,0,Baking Goods,2.506.724,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDQ16,19.7,Low Fat,0.041908424,Frozen Foods,1.095.912,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDU44,12.15,Regular,0.058377105,Fruits and Vegetables,1.606.552,OUT013,1987,High,Tier 3,Supermarket Type1
FDH28,15.85,Regular,0.184169331,Frozen Foods,386.506,OUT010,1998,,Tier 3,Grocery Store
FDV28,,Regular,0.279663801,Frozen Foods,356.558,OUT019,1985,Small,Tier 1,Grocery Store
FDM22,14,Regular,0.042042857,Snack Foods,53.864,OUT045,2002,,Tier 2,Supermarket Type1
FDR56,15.5,Regular,0.100765839,Fruits and Vegetables,1.960.768,OUT046,1997,Small,Tier 1,Supermarket Type1
FDV39,11.3,Low Fat,0.007291207,Meat,1.968.426,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDU37,,Regular,0.182980378,Canned,80.496,OUT019,1985,Small,Tier 1,Grocery Store
