Número do Processo/PVL,Interessado,UF,Tipo de interessado,Tipo de operação,Finalidade,Tipo de credor,Credor,Moeda,Valor,Número do Processo/PVL,Código IBGE,Status,Data,Analisado por
17944.103925/2019-72,Floriano,PI,Município,Operação Contratual Interna,Pró-Transporte,Instituição Financeira Nacional,Caixa Econômica Federal,Real,13715070,17944.103925/2019-72,2203909,Deferido,3/6/2020,STN
PVL02.009585/2019-21,Viçosa do Ceará,CE,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,5000000,PVL02.009585/2019-21,2314102,Deferido (PVL-IF),3/5/2020,Instituição Financeira
PVL02.008106/2019-50,Serra Talhada,PE,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco do Brasil S/A,Real,1000000,PVL02.008106/2019-50,2613909,Deferido (PVL-IF),3/4/2020,Instituição Financeira
PVL02.000165/2020-13,Serra Talhada,PE,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco do Brasil S/A,Real,4000000,PVL02.000165/2020-13,2613909,Deferido (PVL-IF),3/4/2020,Instituição Financeira
17944.100792/2020-16,Irecê,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,7755555,17944.100792/2020-16,2914604,Deferido,3/3/2020,STN
PVL02.000274/2020-31,Wanderley,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,5000000,PVL02.000274/2020-31,2933455,Deferido (PVL-IF),2/28/2020,Instituição Financeira
17944.104855/2019-70,Mossoró,RN,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,146500000,17944.104855/2019-70,2408003,Deferido,2/21/2020,STN
17944.100573/2020-37,Luís Eduardo Magalhães,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,25403042,17944.100573/2020-37,2919553,Deferido,2/17/2020,STN
PVL02.009122/2019-60,Nordestina,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco do Brasil S/A,Real,2412190,PVL02.009122/2019-60,2922656,Deferido (PVL-IF),1/30/2020,Instituição Financeira
17944.104428/2019-91,Orobó,PE,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,8600000,17944.104428/2019-91,2609709,Deferido,1/23/2020,STN
17944.000178/2017-50,Fortaleza,CE,Município,Operação Contratual Externa (com garantia da União),Infraestrutura,Instituição Financeira Internacional,Agência Francesa de Desenvolvimento,Euro,89760161,17944.000178/2017-50,2304400,Em retificação pelo interessado,1/6/2020,STN
PVL02.007850/2019-37,Garanhuns,PE,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco do Brasil S/A,Real,2000000,PVL02.007850/2019-37,2606002,Deferido (PVL-IF),12/30/2019,Instituição Financeira
PVL02.008455/2019-71,Conceição do Almeida,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco do Brasil S/A,Real,950000,PVL02.008455/2019-71,2908309,Deferido (PVL-IF),12/27/2019,Instituição Financeira
PVL02.009083/2019-09,Jacobina,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco do Brasil S/A,Real,700000,PVL02.009083/2019-09,2917508,Deferido (PVL-IF),12/27/2019,Instituição Financeira
PVL02.009084/2019-45,Jacobina,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco do Brasil S/A,Real,3076715,PVL02.009084/2019-45,2917508,Deferido (PVL-IF),12/27/2019,Instituição Financeira
PVL02.005121/2019-46,Flores,PE,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco do Brasil S/A,Real,698000,PVL02.005121/2019-46,2605608,Deferido (PVL-IF),12/27/2019,Instituição Financeira
17944.103979/2019-38,Ubaíra,BA,Município,Operação Contratual Interna (com garantia da União),Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,8000000,17944.103979/2019-38,2932101,Encaminhado à PGFN com manifestação técnica favorável,12/23/2019,STN
17944.104326/2019-76,Itapipoca,CE,Município,Operação Contratual Interna (com garantia da União),Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,30000000,17944.104326/2019-76,2306405,Encaminhado à PGFN com manifestação técnica favorável,12/23/2019,STN
17944.104543/2019-66,Recife,PE,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco do Brasil S/A,Real,22000000,17944.104543/2019-66,2611606,Deferido,12/18/2019,STN
17944.104097/2019-90,Barrocas,BA,Município,Operação Contratual Interna (com garantia da União),Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,9080000,17944.104097/2019-90,2903276,Encaminhado à PGFN com manifestação técnica favorável,12/17/2019,STN
17944.104267/2019-36,Jiquiriçá,BA,Município,Operação Contratual Interna (com garantia da União),Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,5500000,17944.104267/2019-36,2918209,Encaminhado à PGFN com manifestação técnica favorável,12/13/2019,STN
17944.104612/2019-31,Rafael Jambeiro,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,3000000,17944.104612/2019-31,2925956,Deferido,12/9/2019,STN
PVL02.009223/2019-31,Baianópolis,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,1900000,PVL02.009223/2019-31,2902500,Deferido (PVL-IF),12/2/2019,Instituição Financeira
PVL02.008843/2019-52,Coruripe,AL,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1952000,PVL02.008843/2019-52,2702306,Deferido (PVL-IF),11/29/2019,Instituição Financeira
PVL02.008129/2019-64,Itapipoca,CE,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco do Brasil S/A,Real,5000000,PVL02.008129/2019-64,2306405,Deferido (PVL-IF),11/29/2019,Instituição Financeira
PVL02.006140/2019-90,Itarema,CE,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco do Brasil S/A,Real,1000000,PVL02.006140/2019-90,2306553,Deferido (PVL-IF),11/29/2019,Instituição Financeira
PVL02.007764/2019-24,Estreito,MA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco do Brasil S/A,Real,4427000,PVL02.007764/2019-24,2104057,Deferido (PVL-IF),11/29/2019,Instituição Financeira
PVL02.008540/2019-30,Corrente,PI,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco do Brasil S/A,Real,2449300,PVL02.008540/2019-30,2202901,Deferido (PVL-IF),11/29/2019,Instituição Financeira
PVL02.008920/2019-74,Coribe,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,1845000,PVL02.008920/2019-74,2909109,Deferido (PVL-IF),11/28/2019,Instituição Financeira
17944.103355/2019-11,Luís Eduardo Magalhães,BA,Município,Operação Contratual Interna,Pró-Transporte,Instituição Financeira Nacional,Caixa Econômica Federal,Real,18252668,17944.103355/2019-11,2919553,Deferido,11/28/2019,STN
17944.104169/2019-07,Cravolândia,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,1000000,17944.104169/2019-07,2909505,Deferido,11/26/2019,STN
17944.104383/2019-55,Macaúbas,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,5498376,17944.104383/2019-55,2919801,Deferido,11/25/2019,STN
PVL02.002925/2019-93,Amargosa,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,652636,PVL02.002925/2019-93,2901007,Deferido (PVL-IF),11/22/2019,Instituição Financeira
17944.103806/2019-10,Barrocas,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,9080000,17944.103806/2019-10,2903276,Arquivado a pedido,11/22/2019,STN
17944.104129/2019-57,Salvador,BA,Município,Operação Contratual Interna (com garantia da União),Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,104100000,17944.104129/2019-57,2927408,Encaminhado à PGFN com manifestação técnica favorável,11/19/2019,STN
PVL02.002903/2019-23,Jijoca de Jericoacoara,CE,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco do Brasil S/A,Real,2516130,PVL02.002903/2019-23,2307254,Deferido (PVL-IF),11/18/2019,Instituição Financeira
PVL02.007920/2019-57,Governador Mangabeira,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,3500000,PVL02.007920/2019-57,2911600,Deferido (PVL-IF),11/12/2019,Instituição Financeira
17944.104009/2019-50,Ceará,CE,Estado,Operação Contratual Interna (com garantia da União),Infraestrutura,Instituição Financeira Nacional,Banco do Brasil S/A,Real,550400000,17944.104009/2019-50,23,Encaminhado à PGFN com manifestação técnica favorável,11/12/2019,STN
PVL02.008181/2019-11,Trizidela do Vale,MA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco do Brasil S/A,Real,1200000,PVL02.008181/2019-11,2112233,Deferido (PVL-IF),11/11/2019,Instituição Financeira
PVL02.007424/2019-01,Castelo do Piauí,PI,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco do Brasil S/A,Real,770729,PVL02.007424/2019-01,2202604,Deferido (PVL-IF),11/11/2019,Instituição Financeira
17944.101264/2017-89,Rio Grande do Norte,RN,Estado,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,698000000,17944.101264/2017-89,24,Arquivado por decurso de prazo,10/22/2019,STN
17944.103623/2019-02,Paulo Afonso,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,30000000,17944.103623/2019-02,2924009,Deferido,10/18/2019,STN
17944.103296/2019-81,Itapipoca,CE,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,35000000,17944.103296/2019-81,2306405,Arquivado a pedido,10/9/2019,STN
PVL02.005700/2019-99,Santa Teresinha,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,1500000,PVL02.005700/2019-99,2928505,Deferido (PVL-IF),10/1/2019,Instituição Financeira
PVL02.007575/2019-51,São Sebastião do Passé,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,3033287,PVL02.007575/2019-51,2929503,Deferido (PVL-IF),10/1/2019,Instituição Financeira
17944.103631/2019-41,Morro do Chapéu,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,13000000,17944.103631/2019-41,2921708,Deferido,9/30/2019,STN
PVL02.003923/2019-11,Sumé,PB,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco do Brasil S/A,Real,687046,PVL02.003923/2019-11,2516300,Deferido (PVL-IF),9/30/2019,Instituição Financeira
PVL02.001655/2019-01,Mata de São João,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,5000000,PVL02.001655/2019-01,2921005,Deferido (PVL-IF),9/25/2019,Instituição Financeira
17944.103335/2019-40,Riacho de Santana,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,3300000,17944.103335/2019-40,2926400,Deferido,9/25/2019,STN
17944.103551/2019-95,Formosa do Rio Preto,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,5900000,17944.103551/2019-95,2911105,Deferido,9/24/2019,STN
17944.103514/2019-87,Dias d'Ávila,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,10000000,17944.103514/2019-87,2910057,Deferido,9/23/2019,STN
PVL02.006940/2019-19,Nova Itarana,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,800000,PVL02.006940/2019-19,2922805,Deferido (PVL-IF),9/23/2019,Instituição Financeira
17944.102492/2019-38,Estância,SE,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,14878506,17944.102492/2019-38,2802106,Deferido,9/20/2019,STN
17944.103411/2019-17,Barreiras,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,40000000,17944.103411/2019-17,2903201,Deferido,9/13/2019,STN
PVL02.005682/2019-45,Formosa do Rio Preto,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco do Brasil S/A,Real,1807230,PVL02.005682/2019-45,2911105,Deferido (PVL-IF),9/11/2019,Instituição Financeira
PVL02.003522/2019-61,América Dourada,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,1000000,PVL02.003522/2019-61,2901155,Deferido (PVL-IF),9/9/2019,Instituição Financeira
17944.101948/2019-42,Petrolina,PE,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,17510769,17944.101948/2019-42,2611101,Deferido,9/6/2019,STN
17944.103087/2019-37,Oeiras,PI,Município,Operação Contratual Interna,Pró-Transporte,Instituição Financeira Nacional,Caixa Econômica Federal,Real,5416500,17944.103087/2019-37,2207009,Deferido,9/6/2019,STN
17944.102908/2019-18,Sobradinho,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,22000000,17944.102908/2019-18,2930774,Deferido,8/23/2019,STN
17944.103023/2019-36,Barreiras,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,30000000,17944.103023/2019-36,2903201,Deferido,8/21/2019,STN
PVL02.001284/2019-50,Sobral,CE,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco do Brasil S/A,Real,3552500,PVL02.001284/2019-50,2312908,Deferido (PVL-IF),8/19/2019,Instituição Financeira
PVL02.002997/2019-31,Baixa Grande do Ribeiro,PI,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco do Brasil S/A,Real,686736,PVL02.002997/2019-31,2201150,Deferido (PVL-IF),8/19/2019,Instituição Financeira
17944.109069/2018-88,Gravatá,PE,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,8000000,17944.109069/2018-88,2606408,Deferido,8/16/2019,STN
