UF,Sigla Partido,Cargo,Nome candidato,Valor despesa,Tipo despesa,Fonte recurso,EspÈcie recurso,DescriÁao da despesa
SP,PMDB,Senador,ORESTES QUERCIA,527.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV. PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,425.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV. PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,2.90,Encargos financeiros e taxas banc·rias,Outros Recursos nao descritos,DÈbito em conta,
SP,PMDB,Senador,ORESTES QUERCIA,527.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV. PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,425.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV. PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,500.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV. PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,527.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV. PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,720.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,391.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV. PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,527.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV. PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,425.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV. PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,300000.00,"ProduÁ„o de programas de r·dio, televis„o ou vÌdeo",Outros Recursos nao descritos,Cheque,CRIA«√O E PRODU«√O DE PROGRAMAS E COMERCIAIS DE TV E R¡DIO
SP,PMDB,Senador,ORESTES QUERCIA,425.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV. PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,527.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV. PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,667.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV. PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,960.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV. PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,1800.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV. PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,1800.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV. PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,1800.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,"SERV, PRESTADO                                                                                                                                                                                                                                                 "
SP,PMDB,Senador,ORESTES QUERCIA,780.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV. PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,960.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV. PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,3000.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV. PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,35610.00,Publicidade por materiais impressos,Outros Recursos nao descritos,Cheque,MATERIAL PARA CAMPANHA
SP,PMDB,Senador,ORESTES QUERCIA,1800.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV. PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,910.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV. PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,910.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV. PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,606.67,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV. PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,910.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV. PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,606.67,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERVI«O PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,606.67,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV. PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,916.67,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV. PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,1333.33,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV. PRESTADOS
SP,PMDB,Senador,ORESTES QUERCIA,933.33,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV. PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,1500.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,ASSISTENTE ADMINISTRATIVA
SP,PMDB,Senador,ORESTES QUERCIA,46958.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«O DE ASSESSORIA DE IMPRENSA
SP,PMDB,Senador,ORESTES QUERCIA,400.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV. PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,2916.67,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV. PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,400.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV. PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,850.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV. PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,400.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV. PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,400.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV. PRESTADOS
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV. PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,6.40,Encargos financeiros e taxas banc·rias,Outros Recursos nao descritos,DÈbito em conta,
SP,PMDB,Senador,ORESTES QUERCIA,410.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,606.67,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,30.00,CriaÁ„o e inclus„o de p·ginas na internet,Outros Recursos nao descritos,Cheque,REGISTRO DE DOMINIO
SP,PMDB,Senador,ORESTES QUERCIA,527.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,334.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,794.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,305.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,16500.00,Publicidade por materiais impressos,Outros Recursos nao descritos,Cheque,SANTINHOS PARA CAMPANHA
SP,PMDB,Senador,ORESTES QUERCIA,305.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,410.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,4816.45,LocaÁ„o/cess„o de bens mÛveis,Outros Recursos nao descritos,Cheque,ALUGUEL DE M”VEIS
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,666.67,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,400.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,600.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,600.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,2000.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SAL¡RIO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,527.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,1500.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SAL¡RIO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,235.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,3500.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,3500.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERV.PRESTADO
SP,PMDB,Senador,ORESTES QUERCIA,4293.30,Publicidade por carros de som,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS
SP,PMDB,Senador,ORESTES QUERCIA,5568.57,Publicidade por carros de som,Outros Recursos nao descritos,Cheque,SERVI«O PRESTADO POR TERCEIROS
SP,PMDB,Senador,ORESTES QUERCIA,1528.00,Publicidade por carros de som,Outros Recursos nao descritos,Cheque,SERVI«O PRESTADO POR TERCEIROS
SP,PMDB,Senador,ORESTES QUERCIA,16500.00,"Publicidade por placas, estandartes e faixas",Outros Recursos nao descritos,Cheque,SERVI«O PRESTADO POR TERCEIROS
SP,PMDB,Senador,ORESTES QUERCIA,33750.00,"Publicidade por placas, estandartes e faixas",Outros Recursos nao descritos,Cheque,SERVI«O PRESTADO POR TERCEIROS
SP,PMDB,Senador,ORESTES QUERCIA,1000.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SAL¡RIO
SP,PMDB,Senador,ORESTES QUERCIA,51300.00,"Publicidade por placas, estandartes e faixas",Outros Recursos nao descritos,Cheque,SERVI«O PRESTADO POR TERCEIROS
SP,PMDB,Senador,ORESTES QUERCIA,279.33,CombustÌveis e lubrificantes,Outros Recursos nao descritos,Cheque,SERVI«O PRESTADO POR TERCEIROS
SP,PMDB,Senador,ORESTES QUERCIA,904.17,CombustÌveis e lubrificantes,Outros Recursos nao descritos,Cheque,SERVI«O PRESTADO POR TERCEIROS
SP,PMDB,Senador,ORESTES QUERCIA,2083.00,Publicidade por carros de som,Outros Recursos nao descritos,Cheque,SERVI«O PRESTADO POR TERCEIROS
SP,PMDB,Senador,ORESTES QUERCIA,7260.00,Publicidade por carros de som,Outros Recursos nao descritos,Cheque,SERVI«O PRESTADO POR TERCEIROS
SP,PMDB,Senador,ORESTES QUERCIA,17640.00,"Publicidade por placas, estandartes e faixas",Outros Recursos nao descritos,Cheque,SERVI«O PRESTADO POR TERCEIROS
SP,PMDB,Senador,ORESTES QUERCIA,13230.00,"Publicidade por placas, estandartes e faixas",Outros Recursos nao descritos,Cheque,SERVI«O PRESTADO POR TERCEIROS
SP,PMDB,Senador,ORESTES QUERCIA,30100.00,"Publicidade por placas, estandartes e faixas",Outros Recursos nao descritos,Cheque,SERVI«O PRESTADO POR TERCEIROS
SP,PMDB,Senador,ORESTES QUERCIA,20430.00,"Publicidade por placas, estandartes e faixas",Outros Recursos nao descritos,Cheque,SERVI«O PRESTADO POR TERCEIROS
SP,PMDB,Senador,ORESTES QUERCIA,2500.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SAL¡RIO
SP,PMDB,Senador,ORESTES QUERCIA,10025.00,"Publicidade por placas, estandartes e faixas",Outros Recursos nao descritos,Cheque,SERVI«O PRESTADO POR TERCEIROS
SP,PMDB,Senador,ORESTES QUERCIA,5368.00,"Publicidade por placas, estandartes e faixas",Outros Recursos nao descritos,Cheque,SERVI«O PRESTADO POR TERCEIROS
SP,PMDB,Senador,ORESTES QUERCIA,1215.00,"Publicidade por placas, estandartes e faixas",Outros Recursos nao descritos,Cheque,SERVI«O PRESTADO POR TERCEIROS
SP,PMDB,Senador,ORESTES QUERCIA,7900.00,"Publicidade por placas, estandartes e faixas",Outros Recursos nao descritos,Cheque,SERVI«O PRESTADO POR TERCEIROS
SP,PMDB,Senador,ORESTES QUERCIA,23940.00,"Publicidade por placas, estandartes e faixas",Outros Recursos nao descritos,Cheque,SERVI«O PRESTADO POR TERCEIROS
SP,PMDB,Senador,ORESTES QUERCIA,2000.00,Publicidade por jornais e revistas,Outros Recursos nao descritos,Cheque,SERVI«O PRESTADO POR TERCEIROS
SP,PMDB,Senador,ORESTES QUERCIA,1800.89,CombustÌveis e lubrificantes,Outros Recursos nao descritos,Cheque,SERVI«O PRESTADO POR TERCEIROS
SP,PMDB,Senador,ORESTES QUERCIA,724.00,LocaÁ„o/cess„o de bens mÛveis,Outros Recursos nao descritos,Cheque,SERVI«O PRESTADO POR TERCEIROS
SP,PMDB,Senador,ORESTES QUERCIA,1467.00,CriaÁ„o e inclus„o de p·ginas na internet,Outros Recursos nao descritos,Cheque,SERVI«O PRESTADO POR TERCEIROS
SP,PMDB,Senador,ORESTES QUERCIA,11863.38,Telefone,Outros Recursos nao descritos,Cheque,SERVI«O PRESTADO POR TERCEIROS
SP,PMDB,Senador,ORESTES QUERCIA,1500.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SAL¡RIO
SP,PMDB,Senador,ORESTES QUERCIA,738.00,"Publicidade por placas, estandartes e faixas",Outros Recursos nao descritos,Cheque,SERVI«O PRESTADO POR TERCEIROS
SP,PMDB,Senador,ORESTES QUERCIA,299.11,AlimentaÁ„o,Outros Recursos nao descritos,Cheque,ALIMENTA«√O
SP,PMDB,Senador,ORESTES QUERCIA,1455.00,AlimentaÁ„o,Outros Recursos nao descritos,Cheque,REFEI«√O
SP,PMDB,Senador,ORESTES QUERCIA,90.00,¡gua,Outros Recursos nao descritos,Cheque,AGUA MINERAL
SP,PMDB,Senador,ORESTES QUERCIA,1000.00,PrÈ-instalaÁ„o fÌsica de comitÍ de campanha de candidato,Outros Recursos nao descritos,Cheque,MONTAGEM DE COMITE
SP,PMDB,Senador,ORESTES QUERCIA,20875.00,Publicidade por materiais impressos,Outros Recursos nao descritos,Cheque,MATERIAL IMPRESSO
SP,PMDB,Senador,ORESTES QUERCIA,1584.00,Cess„o ou LocaÁ„o de VeÌculos,Outros Recursos nao descritos,Cheque,LOCA«√O DE VEICULOS
SP,PMDB,Senador,ORESTES QUERCIA,331.00,Materiais de expediente,Outros Recursos nao descritos,Cheque,MATERIAL DE ESCRITORIO
SP,PMDB,Senador,ORESTES QUERCIA,1700.00,LocaÁ„o/cess„o de bens mÛveis,Outros Recursos nao descritos,Cheque,LOCA«√O DE COMPUTADORES
SP,PMDB,Senador,ORESTES QUERCIA,12009.00,Publicidade por materiais impressos,Outros Recursos nao descritos,Cheque,MATERIAL GRAFICO
SP,PMDB,Senador,ORESTES QUERCIA,1500.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,ASSSITENTE ADMINISTRATIVO
SP,PMDB,Senador,ORESTES QUERCIA,2000.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SALARIO
SP,PMDB,Senador,ORESTES QUERCIA,3064.00,LocaÁ„o/cess„o de bens mÛveis,Outros Recursos nao descritos,Cheque,LOCA«√O DE COMPUTADORES
SP,PMDB,Senador,ORESTES QUERCIA,724.00,LocaÁ„o/cess„o de bens mÛveis,Outros Recursos nao descritos,Cheque,LOCA«√O COMPUTADOR
SP,PMDB,Senador,ORESTES QUERCIA,6000.00,"Publicidade por placas, estandartes e faixas",Outros Recursos nao descritos,Cheque,BANDEIRAS COM BAINHA E CANO
SP,PMDB,Senador,ORESTES QUERCIA,20875.00,Publicidade por materiais impressos,Outros Recursos nao descritos,Cheque,MATERIAL IMPRESSO
SP,PMDB,Senador,ORESTES QUERCIA,9900.00,Publicidade por materiais impressos,Outros Recursos nao descritos,Cheque,MATERIAL GRAFICO
SP,PMDB,Senador,ORESTES QUERCIA,9000.00,Publicidade por materiais impressos,Outros Recursos nao descritos,Cheque,MATERIAL IMPRESSO
SP,PMDB,Senador,ORESTES QUERCIA,4679.00,AlimentaÁ„o,Outros Recursos nao descritos,Cheque,VALE REFEI«√O
SP,PMDB,Senador,ORESTES QUERCIA,4416.45,LocaÁ„o/cess„o de bens mÛveis,Outros Recursos nao descritos,Cheque,ALUGUEL DE MOLVEIS DE ESCRITORIO
SP,PMDB,Senador,ORESTES QUERCIA,20000.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,PREST. SERV. DE ACESSORIA
SP,PMDB,Senador,ORESTES QUERCIA,5810.00,LocaÁ„o/cess„o de bens imÛveis,Outros Recursos nao descritos,Cheque,PAGAMENTO REFERENTE ALUGUEL DO COMITE - 11∫ ANDAR
SP,PMDB,Senador,ORESTES QUERCIA,5700.00,Materiais de expediente,Outros Recursos nao descritos,Cheque,ENVELOPES BOLHA
SP,PMDB,Senador,ORESTES QUERCIA,56000.00,Materiais de expediente,Outros Recursos nao descritos,Cheque,EMBALAGENS
SP,PMDB,Senador,ORESTES QUERCIA,1000.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,SERVI«O PRESTADO POR TERCEIROS
