REGIÃO;ESTADO;DESTINATÁRIO;ORIGEM;FORNECEDOR;MEDICAMENTO;APRESENTAÇÃO;QUANTIDADE;PEDIDO SISMAT;Pauta;STATUS;DATA DE ENTREGA;OBSERVAÇÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PIAUÍ;SES;REQUISIÇÃO ADMINISTRATIVA;EUROFARMA LABORATORIOS;DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ;AMPOLA 2 mL;810;320884;4;Entrega realizada;06/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PERNAMBUCO;SES;REQUISIÇÃO ADMINISTRATIVA;EUROFARMA LABORATORIOS;DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ;AMPOLA 2 mL;1.120;320885;4;Entrega realizada;06/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;SÃO PAULO;SES;REQUISIÇÃO ADMINISTRATIVA;EUROFARMA LABORATORIOS;DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ;AMPOLA 2 mL;1.945;320880;4;Entrega realizada;07/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO;SES;REQUISIÇÃO ADMINISTRATIVA;EUROFARMA LABORATORIOS;DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ;AMPOLA 2 mL;3.645;320882;4;Entrega realizada;08/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO DO SUL;SES;REQUISIÇÃO ADMINISTRATIVA;FRESENIUS KABI;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 20 mL;1.455;320992;5;Entrega realizada;09/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;SERGIPE;SES;REQUISIÇÃO ADMINISTRATIVA;FRESENIUS KABI;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 20 mL;1.045;320999;5;Entrega realizada;09/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;ALAGOAS;SES;REQUISIÇÃO ADMINISTRATIVA;FRESENIUS KABI;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 20 mL;12.190;320997;5;Entrega realizada;10/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAPÁ;SES;REQUISIÇÃO ADMINISTRATIVA;FRESENIUS KABI;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 20 mL;4.920;320993;5;Entrega realizada;10/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PARAÍBA;SES;REQUISIÇÃO ADMINISTRATIVA;FRESENIUS KABI;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 20 mL;4.230;320996;5;Entrega realizada;10/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PIAUÍ;SES;REQUISIÇÃO ADMINISTRATIVA;FRESENIUS KABI;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 20 mL;6.160;320994;5;Entrega realizada;10/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAPÁ;SES;REQUISIÇÃO ADMINISTRATIVA;FRESENIUS KABI;PANCURÔNIO, BROMETO, 2 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 2 mL;3.550;321211;6;Entrega realizada;10/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;MARANHÃO;SES;REQUISIÇÃO ADMINISTRATIVA;FRESENIUS KABI;PANCURÔNIO, BROMETO, 2 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 2 mL;2.050;321213;6;Entrega realizada;10/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PIAUÍ;SES;REQUISIÇÃO ADMINISTRATIVA;FRESENIUS KABI;PANCURÔNIO, BROMETO, 2 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 2 mL;4.250;321214;6;Entrega realizada;10/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;REQUISIÇÃO ADMINISTRATIVA;FRESENIUS KABI;PANCURÔNIO, BROMETO, 2 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 2 mL;150;321212;6;Entrega realizada;11/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;GOIÁS;SES;REQUISIÇÃO ADMINISTRATIVA; BLAU FARMACÊUTICA S/A;SUXAMETÔNIO, CLORETO 100 MG PÓ LIOF. INJETÁVEL;FRASCO;836;321617;7;Entrega realizada;14/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO;SES;REQUISIÇÃO ADMINISTRATIVA; BLAU FARMACÊUTICA S/A;SUXAMETÔNIO, CLORETO 100 MG PÓ LIOF. INJETÁVEL;FRASCO;258;321618;7;Entrega realizada;14/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;RIO GRANDE DO NORTE;SES;REQUISIÇÃO ADMINISTRATIVA; BLAU FARMACÊUTICA S/A;SUXAMETÔNIO, CLORETO 100 MG PÓ LIOF. INJETÁVEL;FRASCO;1.497;321625;7;Entrega realizada;15/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PARAÍBA;SES;REQUISIÇÃO ADMINISTRATIVA; BLAU FARMACÊUTICA S/A;SUXAMETÔNIO, CLORETO 100 MG PÓ LIOF. INJETÁVEL;FRASCO;2.341;321626;7;Entrega realizada;15/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PERNAMBUCO;SES;REQUISIÇÃO ADMINISTRATIVA; BLAU FARMACÊUTICA S/A;SUXAMETÔNIO, CLORETO 100 MG PÓ LIOF. INJETÁVEL;FRASCO;2.694;321629;7;Entrega realizada;15/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;ALAGOAS;SES;REQUISIÇÃO ADMINISTRATIVA; BLAU FARMACÊUTICA S/A;SUXAMETÔNIO, CLORETO 100 MG PÓ LIOF. INJETÁVEL;FRASCO;2.134;321630;7;Entrega realizada;15/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;BAHIA;SES;REQUISIÇÃO ADMINISTRATIVA; BLAU FARMACÊUTICA S/A;SUXAMETÔNIO, CLORETO 100 MG PÓ LIOF. INJETÁVEL;FRASCO;2.075;321631;7;Entrega realizada;15/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;REQUISIÇÃO ADMINISTRATIVA; BLAU FARMACÊUTICA S/A;SUXAMETÔNIO, CLORETO 100 MG PÓ LIOF. INJETÁVEL;FRASCO;523;321619;7;Entrega realizada;16/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;REQUISIÇÃO ADMINISTRATIVA; BLAU FARMACÊUTICA S/A;SUXAMETÔNIO, CLORETO 100 MG PÓ LIOF. INJETÁVEL;FRASCO;150;321621;7;Entrega realizada;16/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;PARÁ;SES;REQUISIÇÃO ADMINISTRATIVA; BLAU FARMACÊUTICA S/A;SUXAMETÔNIO, CLORETO 100 MG PÓ LIOF. INJETÁVEL;FRASCO;871;321622;7;Entrega realizada;16/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;MARANHÃO;SES;REQUISIÇÃO ADMINISTRATIVA; BLAU FARMACÊUTICA S/A;SUXAMETÔNIO, CLORETO 100 MG PÓ LIOF. INJETÁVEL;FRASCO;1.781;321623;7;Entrega realizada;16/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PIAUÍ;SES;REQUISIÇÃO ADMINISTRATIVA; BLAU FARMACÊUTICA S/A;SUXAMETÔNIO, CLORETO 100 MG PÓ LIOF. INJETÁVEL;FRASCO;12.351;321624;7;Entrega realizada;16/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;RIO DE JANEIRO;SES;REQUISIÇÃO ADMINISTRATIVA; BLAU FARMACÊUTICA S/A;SUXAMETÔNIO, CLORETO 100 MG PÓ LIOF. INJETÁVEL;FRASCO;599;321615;7;Entrega realizada;17/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAPÁ;SES;REQUISIÇÃO ADMINISTRATIVA; BLAU FARMACÊUTICA S/A;SUXAMETÔNIO, CLORETO 100 MG PÓ LIOF. INJETÁVEL;FRASCO;1.890;321620;7;Entrega realizada;21/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;GOIÁS;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 3 mL;5.080;322226;8;Entrega realizada;20/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;GOIÁS;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 5 mL;1.270;322226;8;Entrega realizada;20/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;GOIÁS;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;CISATRACÚRIO, BESILATO 2 MG/ML ;AMPOLA 10 mL;1.075;322226;8;Entrega realizada;20/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;GOIÁS;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;6.750;322226;8;Entrega realizada;20/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;GOIÁS;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 2 mL;11.650;322226;8;Entrega realizada;20/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;GOIÁS;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 5 mL;5.820;322226;8;Entrega realizada;20/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;GOIÁS;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 10 mL;17.450;322226;8;Entrega realizada;20/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;GOIÁS;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;2.540;322226;8;Entrega realizada;20/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;GOIÁS;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;DEXTROCETAMINA, CLORIDRATO 50 MG/ML ;AMPOLA 2 mL;975;322226;8;Entrega realizada;20/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;GOIÁS;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;DEXTROCETAMINA, CLORIDRATO 50 MG/ML ;AMPOLA 10 mL;500;322226;8;Entrega realizada;20/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;DEXTROCETAMINA, CLORIDRATO 50 MG/ML ;AMPOLA 2 mL;800;322239;8;Entrega realizada;21/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;DEXTROCETAMINA, CLORIDRATO 50 MG/ML ;AMPOLA 10 mL;400;322239;8;Entrega realizada;21/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 20 mL;760;322239;8;Entrega realizada;21/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;MARANHÃO;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;CISATRACÚRIO, BESILATO 2 MG/ML ;AMPOLA 10 mL;670;322227;8;Entrega realizada;21/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;1.375;322239;8;Entrega realizada;21/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;MARANHÃO;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 2 mL;650;322227;8;Entrega realizada;21/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 2 mL;900;322239;8;Entrega realizada;21/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;MARANHÃO;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 5 mL;340;322227;8;Entrega realizada;21/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 5 mL;440;322239;8;Entrega realizada;21/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;MARANHÃO;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 10 mL;1.000;322227;8;Entrega realizada;21/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 10 mL;1.300;322239;8;Entrega realizada;21/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;ALAGOAS;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 3 mL;8.800;322221;8;Entrega realizada;22/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;SERGIPE;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 3 mL;6.540;322242;8;Entrega realizada;22/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;ALAGOAS;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 5 mL;2.200;322221;8;Entrega realizada;22/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;SERGIPE;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 5 mL;1.630;322242;8;Entrega realizada;22/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;ALAGOAS;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;4.400;322221;8;Entrega realizada;22/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;SERGIPE;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;3.270;322242;8;Entrega realizada;22/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;ALAGOAS;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 20 mL;1.290;322221;8;Entrega realizada;22/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;ALAGOAS;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;CISATRACÚRIO, BESILATO 2 MG/ML ;AMPOLA 10 mL;1.435;322221;8;Entrega realizada;22/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;SERGIPE;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;CISATRACÚRIO, BESILATO 2 MG/ML ;AMPOLA 10 mL;2.120;322242;8;Entrega realizada;22/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;ALAGOAS;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;2.225;322221;8;Entrega realizada;22/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;ESPÍRITO SANTO;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;2.650;322225;8;Entrega realizada;22/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;SERGIPE;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 2 mL;2.100;322242;8;Entrega realizada;22/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;SERGIPE;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 5 mL;1.060;322242;8;Entrega realizada;22/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;SERGIPE;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 10 mL;3.200;322242;8;Entrega realizada;22/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;RIO DE JANEIRO;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 3 mL;22.450;322237;8;Entrega realizada;23/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;RIO DE JANEIRO;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 5 mL;5.620;322237;8;Entrega realizada;23/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;RIO DE JANEIRO;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;CISATRACÚRIO, BESILATO 2 MG/ML ;AMPOLA 5 mL;23.430;322237;8;Entrega realizada;23/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;BAHIA;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;CISATRACÚRIO, BESILATO 2 MG/ML ;AMPOLA 10 mL;2.965;322223;8;Entrega realizada;23/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;CISATRACÚRIO, BESILATO 2 MG/ML ;AMPOLA 10 mL;130;322234;8;Entrega realizada;23/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;RIO DE JANEIRO;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;11.230;322237;8;Entrega realizada;23/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;BAHIA;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;DEXTROCETAMINA, CLORIDRATO 50 MG/ML ;AMPOLA 2 mL;1.775;322223;8;Entrega realizada;23/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;BAHIA;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;DEXTROCETAMINA, CLORIDRATO 50 MG/ML ;AMPOLA 10 mL;875;322223;8;Entrega realizada;23/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
