E/S,CONTA,SUB-CONTA,CLIENTE/FORNECEDOR,DOCUMENTO,OBSERVAÇÃO,VALOR,VENCIMENTO,PAGAMENTO,STATUS,VALOR PAGO
SAÍDA,3100 Pessoal e Encargos Sociais,3130 Exames Médicos,Especo Aguila Saude Ocupacional Ltda,-,Exame Demissional Marcos Almeida,90.00,10/19/2021,10/19/2021,PAGO,90.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,"NF's 100377, 399, 400",Parcela 3/4,1575.00,10/19/2021,10/19/2021,PAGO,1575.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 32203,Parcela 3/3,308.41,10/19/2021,10/19/2021,PAGO,308.41
SAÍDA,2400 Suplementação,2410 Concentrados,Bruno Melcher,NF 890,Milho Serra Formosa R$ 76/sc,40508.00,10/18/2021,10/18/2021,PAGO,40508.00
SAÍDA,2400 Suplementação,2410 Concentrados,Bruno Melcher,NF 891,Milho Serra Formosa R$ 76/sc,42484.00,10/18/2021,10/18/2021,PAGO,42484.00
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3020 Contrato,Toledo do Brasil Balanças,-,Parcela 3/4,42500.00,10/18/2021,10/18/2021,PAGO,42500.00
SAÍDA,2500 Cultura de Sorgo,2510 Adubo e fertilizantes,Valloura,-,Parcela 3/3,45000.00,10/18/2021,10/18/2021,PAGO,45000.00
SAÍDA,2400 Suplementação,2415 Transporte e operações mecanizadas,Valdameri e Valdameri,-,03 Fretes Milho e 1 Caroço de Algodão,6000.00,10/18/2021,10/18/2021,PAGO,6000.00
SAÍDA,3100 Pessoal e Encargos Sociais,3150 Férias,John Victor Gabiri,-,1/3 + 15 dias,2482.91,10/18/2021,10/18/2021,PAGO,2482.91
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Adão Madeiras,Pedido 34065,Parcela 4/4,12400.00,10/18/2021,10/18/2021,PAGO,12400.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Adão Madeiras,Pedido 34412,Única,11400.00,10/18/2021,10/18/2021,PAGO,11400.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Adão Madeiras,Pedido 1823005,Única,6598.80,10/18/2021,10/18/2021,PAGO,6598.80
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Elétrica Serpal,NF 887000,Parcela 1/3,783.34,10/18/2021,10/18/2021,PAGO,783.34
SAÍDA,2300 Manejo Sanitário e Reprodutivo,2335 Medicamento em Geral,Casa do Criador,NF 130027,Parcela 3/5,1386.00,10/18/2021,10/18/2021,PAGO,1386.00
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,Estância Bahia Leilões (18/09),Lote P005,Parcela 2/4,16200.00,10/18/2021,10/18/2021,PAGO,16200.00
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3005 Combustível e lubrificante,Ecodiesel,NF 19906,Única,10150.00,10/18/2021,10/18/2021,PAGO,10150.00
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3010 Consórcios,John Deere,Grupo 1532 Cota 319-1,Parcela 14/80,3183.80,10/18/2021,10/18/2021,PAGO,3183.80
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,Estância Bahia Leilões (18/09),Lote V011,Parcela 2/4,25400.00,10/18/2021,10/18/2021,PAGO,25400.00
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3010 Consórcios,John Deere,Grupo 1612 Cota 253,,3882.53,10/18/2021,10/18/2021,PAGO,3882.53
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3010 Consórcios,John Deere,Grupo 1612 Cota 147-1,,3882.32,10/18/2021,10/18/2021,PAGO,3882.32
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3010 Consórcios,John Deere,Grupo 1612 Cota 146-1,,3882.32,10/18/2021,10/18/2021,PAGO,3882.32
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3010 Consórcios,John Deere,Grupo 1612 Cota 145-1,,3882.32,10/18/2021,10/18/2021,PAGO,3882.32
SAÍDA,3400 Impostos e Taxas,3499 Diversos,RECEB IPVA-MT,-,IPVA F350,170.34,10/18/2021,10/18/2021,PAGO,170.34
SAÍDA,3400 Impostos e Taxas,3499 Diversos,RECEB IPVA-MT,-,IPVA Montana,407.10,10/18/2021,10/18/2021,PAGO,407.10
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Maiscor Tintas Ltda,NF 292165,Parcela 1/3,890.00,10/17/2021,10/18/2021,PAGO,890.00
SAÍDA,3200 Serviços Prestados,3255 Mão de obra avulsa,Emanoel da Silva Bastos,-,8 Diárias - Serra Formosa,800.00,10/16/2021,10/16/2021,PAGO,800.00
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3025 Serviços terceirizados,AGS Comercio de Pneus LTDA,NF 7608,Parcela 1/3,402.00,10/16/2021,10/18/2021,PAGO,402.00
SAÍDA,2400 Suplementação,2410 Concentrados,Mana Cereais,-,Casquinha de Soja Serra Formosa,42098.00,10/15/2021,10/15/2021,PAGO,42098.00
SAÍDA,3500 Despesas Patrimoniais,3510 Compra de Imobilizado,Marcio Gugelmin,-,-,20000.00,10/15/2021,10/15/2021,PAGO,20000.00
SAÍDA,3200 Serviços Prestados,3250 Empreiteiros / Pedreiros,Celio Roberto Nunes da Silva,-,Obra 2 Casa -  Vista Formosa,6000.00,10/15/2021,10/15/2021,PAGO,6000.00
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3025 Serviços terceirizados,Tornearia Conrad Ltda,-,Parcela 2/2,3970.00,10/15/2021,10/15/2021,PAGO,3970.00
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2905 Peças de Reposição,GD Comércio Varejista de Peças,NF 46185,Única,784.99,10/15/2021,10/15/2021,PAGO,784.99
SAÍDA,2300 Manejo Sanitário e Reprodutivo,2335 Medicamento em Geral,Casa do Criador,NF 729841,Parcela 4/5,3514.00,10/15/2021,10/15/2021,PAGO,3514.00
SAÍDA,2300 Manejo Sanitário e Reprodutivo,2335 Medicamento em Geral,Zoofertil,NF 35314,Parcela 1/2,309.03,10/15/2021,10/15/2021,PAGO,309.03
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,NF 100221 e 100248,Parcela 3/4,736.00,10/15/2021,10/15/2021,PAGO,736.00
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3010 Consórcios,John Deere,Grupo 2067 Cota 270,Parcela 22/80,1873.08,10/15/2021,10/15/2021,PAGO,1873.08
SAÍDA,2000 Administrativas,2020 Internet / TV,Breda Telecomunicações,NF 160,Parcela 4/4,3605.00,10/15/2021,10/15/2021,PAGO,3605.00
SAÍDA,3200 Serviços Prestados,3255 Mão de obra avulsa,Maike Gomes de Jesus,-,16 Diárias - Serra Formosa,1280.00,10/15/2021,10/15/2021,PAGO,1280.00
SAÍDA,3200 Serviços Prestados,3250 Empreiteiros / Pedreiros,José Marcelo Sanches,-,Área nova Formosa,20000.00,10/15/2021,10/15/2021,PAGO,20000.00
SAÍDA,2400 Suplementação,2410 Concentrados,Bruno Melcher,NF 889,Milho Serra Formosa R$ 76/sc,6916.00,10/14/2021,10/14/2021,PAGO,6916.00
SAÍDA,2400 Suplementação,2410 Concentrados,Bruno Melcher,NF 886,Milho Serra Formosa R$ 76/sc,34200.00,10/14/2021,10/14/2021,PAGO,34200.00
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3025 Serviços terceirizados,Galeão Pneus,NF 6546,Única,960.00,10/14/2021,10/14/2021,PAGO,960.00
SAÍDA,2700 Aquisição de Animais,2720 Compra de animais utilitários,Estância Bahia Leilões,Leilão Martelo,Parcela 8/15,700.00,10/14/2021,10/14/2021,PAGO,700.00
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2910 Serviços terceirizados,Marcelo Candido Louro,-,Conserto Vagão Pinheiro Serra Formosa e Vagão Siltomac Formosa,4520.00,10/13/2021,10/13/2021,PAGO,4520.00
SAÍDA,3200 Serviços Prestados,3220 Transporte e operações mecanizadas,Carlito Setubal de Araujo,-,Frete Materiais de Construção Serra Formosa e Formosa,350.00,10/13/2021,10/13/2021,PAGO,350.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Forte Comercio de Produtos,-,Acreosotto Serra Formosa e Formosa,1880.00,10/13/2021,10/13/2021,PAGO,1880.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Dp Construtora Ltda Me,NF 1016,Manilhas Serra Formosa,1650.00,10/13/2021,10/13/2021,PAGO,1650.00
SAÍDA,3100 Pessoal e Encargos Sociais,3130 Exames Médicos,Especo Aguila Saude Ocupacional Ltda,-,Exame Demissional Leonardo,175.00,10/13/2021,10/13/2021,PAGO,175.00
SAÍDA,2000 Administrativas,2020 Internet / TV,Agrotecnologia Telecomunicações,-,Internet Formosa,550.00,10/13/2021,10/13/2021,PAGO,550.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Construtora Celeiro,NF 1612,Única,3080.74,10/13/2021,10/13/2021,PAGO,3080.74
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2905 Peças de Reposição,Jacto Agrícola,NF 4649,Única,3714.00,10/13/2021,10/13/2021,PAGO,3714.00
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2905 Peças de Reposição,Jacto Agrícola,NF 4650,Única,501.92,10/13/2021,10/13/2021,PAGO,501.92
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 32094,Única,1032.42,10/13/2021,10/13/2021,PAGO,1032.42
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,Programa Leilões (12/09/21),Lote 31,Parcela 2/3,34650.00,10/12/2021,10/15/2021,PAGO,34650.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Aldo Rezende Telles,Lote 31 - Programa Leilões,Parcela 2/2,,10/11/2021,10/11/2021,RECEBIDO,143824.50
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Antonio Domingos,Lote 35 - Programa Leilões,Parcela 2/2,,10/11/2021,10/11/2021,RECEBIDO,142830.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Antonio Domingos,Lote 36 - Programa Leilões,Parcela 2/2,,10/11/2021,10/11/2021,RECEBIDO,80730.00
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,José Marcelo Sanches,-,Parcela 2/2,54000.00,10/11/2021,10/11/2021,PAGO,54011.15
SAÍDA,2000 Administrativas,2030 Gás,Mg Matos,-,02 Gás Serra Formosa,220.00,10/11/2021,10/11/2021,PAGO,220.00
SAÍDA,2400 Suplementação,2410 Concentrados,Silvino Alcides Bortolini,NF 1282,Caroço de Algodão - Serra Formosa,42850.50,10/11/2021,10/11/2021,PAGO,42850.50
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,Programa Leilões,Lote Y23,Parcela 4/5,59400.00,10/11/2021,10/11/2021,PAGO,59400.00
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,Programa Leilões,Lote Y25,Parcela 4/5,66000.00,10/11/2021,10/11/2021,PAGO,66000.00
SAÍDA,2400 Suplementação,2410 Concentrados,Bruno Melcher,-,Milho Serra Formosa R$ 75/sc,39850.00,10/11/2021,10/11/2021,PAGO,39850.00
SAÍDA,2100 Comerciais,2110 Comissões,Estância Bahia Leilões (18/09),Lote V011 e P005,-,10116.00,10/11/2021,10/11/2021,PAGO,10116.00
SAÍDA,3100 Pessoal e Encargos Sociais,3115 Rescisões,Leonardo P da Silva,-,-,1521.52,10/11/2021,10/11/2021,PAGO,1521.52
SAÍDA,2700 Aquisição de Animais,2720 Compra de animais utilitários,Estância Bahia Leilões,Lote 0049,Parcela 14/23,230.00,10/11/2021,10/11/2021,PAGO,230.00
SAÍDA,2700 Aquisição de Animais,2720 Compra de animais utilitários,Agropecuária Maripa,Jumento Leilão 11/04/21,Parcela 6/25,330.00,10/11/2021,10/11/2021,PAGO,330.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,NF 48843,Parcela 2/3,900.00,10/11/2021,10/11/2021,PAGO,900.00
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2905 Peças de Reposição,Fenix Pneus,NF 6946,Parcela 2/3,261.00,10/11/2021,10/11/2021,PAGO,261.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,NF 101313,Parcela 1/4,3448.00,10/11/2021,10/11/2021,PAGO,3448.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,NF 101314,Parcela 1/4,3448.00,10/11/2021,10/11/2021,PAGO,3448.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 33427,Única,3490.00,10/11/2021,10/11/2021,PAGO,3490.00
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,LF Leilões (09/08/21),?,Complemento,76075.50,10/11/2021,10/11/2021,PAGO,76075.50
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,LF Leilões (09/08/21),Lote 01,Única,213000.00,10/10/2021,,EM ABERTO,
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,LF Leilões (09/08/21),Lote 02,Única,191700.00,10/10/2021,,EM ABERTO,
SAÍDA,2100 Comerciais,2110 Comissões,LF Leilões (09/08/21),Lote 01,-,7455.00,10/10/2021,,EM ABERTO,
SAÍDA,2100 Comerciais,2110 Comissões,LF Leilões (09/08/21),Lote 02,-,6709.50,10/10/2021,,EM ABERTO,
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Centroaço,-,Parcela 1/6,5650.00,10/10/2021,,EM ABERTO,
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Lucas Manoel B Santos,-,Marmore do Banheiro - Reforma Sede - Serra Formosa,1060.00,10/10/2021,10/11/2021,PAGO,1060.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Nelson Antonio dos Santos,Lote 34 - Programa Leilões,Única,,10/9/2021,10/9/2021,RECEBIDO,184800.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,"NF's 100869, 870, 871 e 879",Parcela 2/4,3127.93,10/9/2021,10/11/2021,PAGO,3127.93
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,NF 100882,Parcela 1/3,1100.00,10/9/2021,10/11/2021,PAGO,1100.00
SAÍDA,2400 Suplementação,2420 Volumosos,Maria Luciana Santos Silva Monfredinha,-,Feno,1900.00,10/9/2021,10/11/2021,PAGO,1900.00
SAÍDA,2400 Suplementação,2420 Volumosos,Maria Luciana Santos Silva Monfredinha,-,Feno,700.00,10/9/2021,10/11/2021,PAGO,700.00
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,LF Leilões (09/08/21),Lote 36,Parcela 2/4,33005.00,10/8/2021,10/8/2021,PAGO,33005.00
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2905 Peças de Reposição,Iguaçu Máquinas,NF 177020,Única,355.58,10/8/2021,,EM ABERTO,
SAÍDA,3200 Serviços Prestados,3220 Transporte e operações mecanizadas,Carlos Rafael Souza Davanso,-,Frete 2 Carretas,6256.00,10/8/2021,10/8/2021,PAGO,6256.00
SAÍDA,2700 Aquisição de Animais,2735 Transporte e operações mecanizadas,Luis Fernando Sawamura de Siqueira ME,-,02 Fretes,4830.00,10/8/2021,10/8/2021,PAGO,4830.00
SAÍDA,3300 Despesas de Viagem,3399 Diversos,Rafael Alberto Leal de Souza,-,Adiantamento Viagem,2000.00,10/8/2021,10/8/2021,PAGO,2000.00
SAÍDA,3300 Despesas de Viagem,3399 Diversos,Rafael Alberto Leal de Souza,-,Adiantamento Viagem,1000.00,10/8/2021,10/8/2021,PAGO,1000.00
SAÍDA,3200 Serviços Prestados,3255 Mão de obra avulsa,Divino Borges do Nascimento,-,"7,5 Diárias",600.00,10/8/2021,10/8/2021,PAGO,600.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Sebastião Vieira Mendes,-,Palanques Madeira Vista Formosa,11500.00,10/8/2021,10/8/2021,PAGO,11500.00
SAÍDA,2100 Comerciais,2110 Comissões,Estância Bahia Leilões (?),?,-,5661.00,10/8/2021,10/8/2021,PAGO,5661.00
SAÍDA,3200 Serviços Prestados,3220 Transporte e operações mecanizadas,Rosin Transportes,-,-,4309.00,10/8/2021,10/8/2021,PAGO,4309.00
SAÍDA,2300 Manejo Sanitário e Reprodutivo,2305 Vacinas,Alvorada,NF 5116,Parcela 2/3,1538.67,10/8/2021,10/8/2021,PAGO,1538.67
SAÍDA,3100 Pessoal e Encargos Sociais,3170 FGTS,Leonardo P da Silva,-,Multa Rescisão,189.22,10/8/2021,10/8/2021,PAGO,189.22
SAÍDA,2000 Administrativas,2020 Internet / TV,SKY,-,Serra Formosa,493.70,10/8/2021,10/8/2021,PAGO,493.70
SAÍDA,3200 Serviços Prestados,3220 Transporte e operações mecanizadas,Medeiros Log Transportes,-,Transporte animais MT para MS (Usina),24868.56,10/7/2021,10/7/2021,PAGO,24868.56
SAÍDA,2400 Suplementação,2410 Concentrados,Bruno Melcher,NF 879,Milho Serra Formosa R$ 75/sc,42000.00,10/7/2021,10/7/2021,PAGO,42000.00
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2910 Serviços terceirizados,Iguaçu Máquinas,-,Parcela 1,3088.42,10/7/2021,10/7/2021,PAGO,3088.42
SAÍDA,3100 Pessoal e Encargos Sociais,3170 FGTS,-,-,Vista Formosa,156.79,10/7/2021,10/7/2021,PAGO,156.79
SAÍDA,3100 Pessoal e Encargos Sociais,3170 FGTS,-,-,Serra Formosa,1347.98,10/7/2021,10/7/2021,PAGO,1347.98
SAÍDA,3100 Pessoal e Encargos Sociais,3170 FGTS,-,-,Formosa,863.47,10/7/2021,10/7/2021,PAGO,863.47
SAÍDA,2700 Aquisição de Animais,2735 Transporte e operações mecanizadas,Expresso Aliança,-,02 Fretes,20099.60,10/7/2021,10/7/2021,PAGO,20099.60
SAÍDA,3200 Serviços Prestados,3255 Mão de obra avulsa,Sandro Tavares da Silva,-,Adiantamento Serralheiro,6000.00,10/7/2021,10/7/2021,PAGO,6000.00
SAÍDA,3200 Serviços Prestados,3250 Empreiteiros / Pedreiros,Antonio Santana da Costa,-,Curral Vista Formosa,5000.00,10/7/2021,10/7/2021,PAGO,5000.00
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,Estância Bahia Leilões,Lote P014,Parcela 4/5,155365.00,10/7/2021,10/7/2021,PAGO,155376.05
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2905 Peças de Reposição,Pneu Via Nobre,-,Pneu novo para Grade,1050.00,10/7/2021,10/7/2021,PAGO,1050.00
SAÍDA,3100 Pessoal e Encargos Sociais,3199 Diversos,Leonardo P da Silva,-,Acerto de Saída - Serra Formosa,450.00,10/7/2021,10/7/2021,PAGO,450.00
SAÍDA,3200 Serviços Prestados,3299 Diversos,Mario Coimbra / Hilux,-,Parcela 46/48,2143.33,10/7/2021,10/7/2021,PAGO,2143.33
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 33019,Parcela 1/2,1325.11,10/6/2021,10/6/2021,PAGO,1325.11
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 33025,Parcela 1/3,2833.33,10/6/2021,10/6/2021,PAGO,2833.33
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 33027,Parcela 1/3,531.67,10/6/2021,10/6/2021,PAGO,531.67
SAÍDA,2800 Manutenção de Imobilizado,2899 Diversos,Agroferragens Luizão,NF 464816,Única,986.30,10/6/2021,10/6/2021,PAGO,986.30
SAÍDA,2300 Manejo Sanitário e Reprodutivo,2305 Vacinas,Alvorada,NF 5509,Parcela 1/3,417.60,10/6/2021,10/6/2021,PAGO,417.60
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,"NF's 50135, 141 e 142",Parcela 1/3,1086.16,10/6/2021,10/6/2021,PAGO,1086.16
SAÍDA,2300 Manejo Sanitário e Reprodutivo,2320 Controle Parasitário,Zoofertil,NF 35209,Parcela 1/5,720.74,10/6/2021,10/6/2021,PAGO,720.74
SAÍDA,2400 Suplementação,2410 Concentrados,Giovani Fritsch,NF 33275,Milho Serra Formosa R$ 79/sc,43423.68,10/6/2021,10/6/2021,PAGO,43423.68
SAÍDA,2400 Suplementação,2410 Concentrados,Giovani Fritsch,NF 3319,Milho Serra Formosa R$ 79/sc,43502.68,10/6/2021,10/6/2021,PAGO,43502.68
SAÍDA,2300 Manejo Sanitário e Reprodutivo,2340 Material para reprodução animal,Nitrovalle,NF 712,Única,252.00,10/6/2021,10/6/2021,PAGO,252.00
SAÍDA,3100 Pessoal e Encargos Sociais,3115 Rescisões,Wesley Félix Rodrigues,-,Multa Rescisão,2344.08,10/6/2021,10/6/2021,PAGO,2344.08
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,"NF's 48646, 47, 48, 49, 50 e 52",Parcela 3/3,4500.00,10/6/2021,10/6/2021,PAGO,4500.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Adão Madeiras,Pedido 586005,Parcela 3/3,5548.00,10/6/2021,10/6/2021,PAGO,5548.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Adão Madeiras,Pedido 1015005,Parcela 3/3,3000.00,10/6/2021,10/6/2021,PAGO,3000.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Adão Madeiras,Pedido 838005,Parcela 3/3,11600.00,10/6/2021,10/6/2021,PAGO,11600.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Adão Madeiras,Pedido 1530905,Única,6750.00,10/6/2021,10/6/2021,PAGO,6750.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Adão Madeiras,Pedido 1678005,Única,6600.00,10/6/2021,10/6/2021,PAGO,6600.00
SAÍDA,3200 Serviços Prestados,3250 Empreiteiros / Pedreiros,Valdeci Gibin,-,Cochos Semi Confinamento Serra Formosa,5000.00,10/6/2021,10/6/2021,PAGO,5000.00
SAÍDA,3200 Serviços Prestados,3250 Empreiteiros / Pedreiros,Nicolau D B Nascimento,-,Curral Vista Formosa,5000.00,10/6/2021,10/6/2021,PAGO,5000.00
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2905 Peças de Reposição,Auto Elétrica e Peças Jaciara,-,Motor de Partida F350,668.00,10/6/2021,10/6/2021,PAGO,668.00
SAÍDA,3200 Serviços Prestados,3250 Empreiteiros / Pedreiros,Samuel Ozorio Alves de Araujo,-,Cercas Formosa,5000.00,10/6/2021,10/6/2021,PAGO,5000.00
SAÍDA,2400 Suplementação,2410 Concentrados,Mana Cereais,-,Casquinha de Soja Serra Formosa,41455.50,10/6/2021,10/6/2021,PAGO,41455.50
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2905 Peças de Reposição,Zootec Indústria e Comércio,-,Materiais para Moto Serra,387.00,10/6/2021,10/6/2021,PAGO,387.00
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2905 Peças de Reposição,Iguaçu Máquinas,NF 176417,Parcela 1/4,1275.96,10/5/2021,,EM ABERTO,
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,José Marcelo Sanches,-,Parcela 1/2,12220.00,10/5/2021,10/5/2021,PAGO,12220.00
SAÍDA,3200 Serviços Prestados,3250 Empreiteiros / Pedreiros,Labareda,-,Aterro Serra Formosa,5000.00,10/5/2021,10/5/2021,PAGO,5000.00
SAÍDA,2400 Suplementação,2415 Transporte e operações mecanizadas,Valdameri e Valdameri,-,"3 Fretes Milho, 3 Casquinha de Soja, 1 Caroço de Algodão",11200.00,10/5/2021,10/5/2021,PAGO,11200.00
SAÍDA,3200 Serviços Prestados,3220 Transporte e operações mecanizadas,Valdameri e Valdameri,-,1 Briquete e 1 Areia,5125.00,10/5/2021,10/5/2021,PAGO,5125.00
SAÍDA,3100 Pessoal e Encargos Sociais,3155 Gratificações,Funcionários,-,-,6150.00,10/5/2021,10/5/2021,PAGO,6150.00
SAÍDA,2700 Aquisição de Animais,2720 Compra de animais utilitários,Agropecuária Maripa,"Lotes 39, 12, 21 e 15",Parcela 13/22,1170.00,10/5/2021,10/5/2021,PAGO,1170.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Elétrica Serpal,NF 881343,Parcela 2/3,2065.93,10/4/2021,,EM ABERTO,
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,Programa Leilões (04/09/21),Lote L05,Parcela 2/3,61480.00,10/4/2021,,EM ABERTO,
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,Programa Leilões (04/09/21),Lote L25,Parcela 2/3,150700.00,10/4/2021,,EM ABERTO,
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,Programa Leilões (04/09/21),Lote L26,Parcela 2/3,57000.00,10/4/2021,,EM ABERTO,
ENTRADA,1000 Recebido de Clientes por Nelore,1005 Cheque,Fabio Marra de Matos,Lote V005,Única,,10/4/2021,10/5/2021,RECEBIDO,141525.00
SAÍDA,2000 Administrativas,2030 Gás,Mg Matos,-,03 Gás Serra Formosa,330.00,10/4/2021,10/4/2021,PAGO,330.00
SAÍDA,3200 Serviços Prestados,3255 Mão de obra avulsa,Daniela Caroline da Silva,-,Diárias Trato Gado Wingrin,1000.00,10/2/2021,10/2/2021,PAGO,1000.00
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,Programa Leilões (31/07/21),Lote 24,Parcela 3/5,63450.00,10/1/2021,10/1/2021,PAGO,63450.00
SAÍDA,3500 Despesas Patrimoniais,3510 Compra de Imobilizado,Sicred,-,Parcela Anual Aquisição de Terra,189558.67,10/1/2021,10/1/2021,PAGO,189558.67
SAÍDA,3600 Saídas Diversas,3699 Diversos,Sicred,-,Integralização de capital,17500.00,10/1/2021,10/1/2021,PAGO,17500.00
