REGIÃO,ESTADO,DESTINATÁRIO,ORIGEM,FORNECEDOR,MEDICAMENTO,APRESENTAÇÃO,QUANTIDADE,PEDIDO SISMAT,STATUS,DATA DE ENTREGA
NORTE,PARÁ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
SUDESTE,RIO DE JANEIRO,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORTE,PARÁ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
SUDESTE,RIO DE JANEIRO,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORDESTE,CEARÁ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,MIDAZOLAM 5 MG/ML,,,,,
NORDESTE,PIAUÍ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,MIDAZOLAM 5 MG/ML,,,,,
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,MIDAZOLAM 5 MG/ML,,,,,
NORDESTE,CEARÁ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,MIDAZOLAM,,,,,
NORDESTE,PIAUÍ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,MIDAZOLAM,,,,,
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,MIDAZOLAM,,,,,
NORDESTE,CEARÁ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,MIDAZOLAM 5 MG/ML,,,,,
NORDESTE,PIAUÍ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,MIDAZOLAM 5 MG/ML,,,,,
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,MIDAZOLAM 5 MG/ML,,,,,
NORDESTE,CEARÁ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,DEXTROCETAMINA,,,,,
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,DEXTROCETAMINA,,,,,
NORDESTE,CEARÁ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,DEXTROCETAMINA,,,,,
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,DEXTROCETAMINA,,,,,
NORDESTE,PIAUÍ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,PROPOFOL 10 MG/ML,,,,,
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,PROPOFOL 10 MG/ML,,,,,
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,CISATRACÚRIO,,,,,
CENTRO-OESTE,DISTRITO FEDERAL,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ROCURÔNIO,,,,,
NORDESTE,PIAUÍ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ROCURÔNIO,,,,,
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ROCURÔNIO,,,,,
NORDESTE,PIAUÍ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORDESTE,PIAUÍ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORDESTE,PIAUÍ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORTE,TOCANTINS,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,CISATRACÚRIO,,,,,
NORTE,RORAIMA,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,CISATRACÚRIO,,,,,
NORTE,RORAIMA,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ROCURÔNIO,,,,,
NORTE,TOCANTINS,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORTE,TOCANTINS,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORTE,TOCANTINS,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORTE,AMAPÁ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,MIDAZOLAM 5 MG/ML,,,,,
NORTE,AMAPÁ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,MIDAZOLAM,,,,,
NORTE,AMAPÁ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,MIDAZOLAM 5 MG/ML,,,,,
NORTE,AMAPÁ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,DEXTROCETAMINA,,,,,
NORTE,AMAPÁ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,DEXTROCETAMINA,,,,,
NORTE,AMAPÁ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,PROPOFOL 10 MG/ML,,,,,
NORTE,AMAPÁ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,CISATRACÚRIO,,,,,
NORTE,AMAPÁ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ROCURÔNIO,,,,,
NORTE,AMAPÁ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORTE,AMAPÁ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORTE,AMAPÁ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORDESTE,PARAÍBA,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,DEXMEDETOMIDINA,,,,,
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,DEXMEDETOMIDINA,,,,,
NORDESTE,BAHIA,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,PANCURÔNIO,,,,,
CENTRO-OESTE,MATO GROSSO,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,PANCURÔNIO,,,,,
NORTE,TOCANTINS,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,PANCURÔNIO,,,,,
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORTE,TOCANTINS,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORDESTE,RIO GRANDE DO NORTE,SES,ACORDO TRIPARTITE,HOSPITAL DE CAMPANHA RIOCENTRO,FENTANILA,,,,,
NORTE,TOCANTINS,SES,ACORDO TRIPARTITE,HOSPITAL DE CAMPANHA RIOCENTRO,FENTANILA,,,,,
NORTE,RORAIMA,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,DEXMEDETOMIDINA,,,,,
NORTE,RONDÔNIA,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,PANCURÔNIO,,,,,
NORTE,RORAIMA,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,PANCURÔNIO,,,,,
NORTE,AMAPÁ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,DEXMEDETOMIDINA,,,,,
NORTE,AMAPÁ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,PANCURÔNIO,,,,,
NORTE,AMAPÁ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORTE,AMAPÁ,SES,ACORDO TRIPARTITE,HOSPITAL DE CAMPANHA RIOCENTRO,FENTANILA,,,,,
NORTE,PARÁ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORTE,PARÁ,SES,ACORDO TRIPARTITE,HOSPITAL DE CAMPANHA RIOCENTRO,FENTANILA,,,,,
NORDESTE,PARAÍBA,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
CENTRO-OESTE,GOIÁS,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
CENTRO-OESTE,MATO GROSSO DO SUL,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORTE,TOCANTINS,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORTE,RORAIMA,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORDESTE,PARAÍBA,SES,ACORDO TRIPARTITE,HOSPITAL DE CAMPANHA RIOCENTRO,FENTANILA,,,,,
CENTRO-OESTE,GOIÁS,SES,ACORDO TRIPARTITE,HOSPITAL DE CAMPANHA RIOCENTRO,FENTANILA,,,,,
NORDESTE,RIO GRANDE DO NORTE,SES,ACORDO TRIPARTITE,HOSPITAL DE CAMPANHA RIOCENTRO,FENTANILA,,,,,
CENTRO-OESTE,MATO GROSSO DO SUL,SES,ACORDO TRIPARTITE,HOSPITAL DE CAMPANHA RIOCENTRO,FENTANILA,,,,,
NORTE,TOCANTINS,SES,ACORDO TRIPARTITE,HOSPITAL DE CAMPANHA RIOCENTRO,FENTANILA,,,,,
NORTE,RORAIMA,SES,ACORDO TRIPARTITE,HOSPITAL DE CAMPANHA RIOCENTRO,FENTANILA,,,,,
CENTRO-OESTE,MATO GROSSO DO SUL,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,PROPOFOL 10 MG/ML,,,,,
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,PROPOFOL 10 MG/ML,,,,,
NORTE,RORAIMA,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,PROPOFOL 10 MG/ML,,,,,
NORTE,ACRE,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORDESTE,ALAGOAS,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORTE,AMAZONAS,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORTE,AMAPÁ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORDESTE,BAHIA,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORDESTE,CEARÁ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
CENTRO-OESTE,DISTRITO FEDERAL,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
SUDESTE,ESPÍRITO SANTO,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
CENTRO-OESTE,GOIÁS,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORDESTE,MARANHÃO,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
SUDESTE,MINAS GERAIS,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
CENTRO-OESTE,MATO GROSSO DO SUL,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
CENTRO-OESTE,MATO GROSSO,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORTE,PARÁ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORDESTE,PARAÍBA,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORDESTE,PERNAMBUCO,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORDESTE,PIAUÍ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
SUL,PARANÁ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
SUDESTE,RIO DE JANEIRO,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORTE,RONDÔNIA,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORTE,RORAIMA,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
SUL,RIO GRANDE DO SUL,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
SUL,SANTA CATARINA,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORDESTE,SERGIPE,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
SUDESTE,SÃO PAULO,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORTE,TOCANTINS,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORTE,ACRE,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ROCURÔNIO,,,,,
NORDESTE,ALAGOAS,SES,REQUISIÇÃO ADMINISTRATIVA,MERCK,ROCURÔNIO,,,,,
NORTE,AMAZONAS,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ROCURÔNIO,,,,,
NORTE,AMAPÁ,SES,REQUISIÇÃO ADMINISTRATIVA,MERCK,ROCURÔNIO,,,,,
NORDESTE,BAHIA,SES,REQUISIÇÃO ADMINISTRATIVA,MERCK,ROCURÔNIO,,,,,
NORDESTE,CEARÁ,SES,REQUISIÇÃO ADMINISTRATIVA,MERCK,ROCURÔNIO,,,,,
CENTRO-OESTE,DISTRITO FEDERAL,SES,REQUISIÇÃO ADMINISTRATIVA,MERCK,ROCURÔNIO,,,,,
SUDESTE,ESPÍRITO SANTO,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ROCURÔNIO,,,,,
CENTRO-OESTE,GOIÁS,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ROCURÔNIO,,,,,
NORDESTE,MARANHÃO,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ROCURÔNIO,,,,,
SUDESTE,MINAS GERAIS,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ROCURÔNIO,,,,,
CENTRO-OESTE,MATO GROSSO DO SUL,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ROCURÔNIO,,,,,
CENTRO-OESTE,MATO GROSSO,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ROCURÔNIO,,,,,
NORTE,PARÁ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ROCURÔNIO,,,,,
NORDESTE,PARAÍBA,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ROCURÔNIO,,,,,
NORDESTE,PERNAMBUCO,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ROCURÔNIO,,,,,
NORDESTE,PIAUÍ,SES,REQUISIÇÃO ADMINISTRATIVA,MERCK,ROCURÔNIO,,,,,
SUL,PARANÁ,SES,REQUISIÇÃO ADMINISTRATIVA,MERCK,ROCURÔNIO,,,,,
SUDESTE,RIO DE JANEIRO,SES,REQUISIÇÃO ADMINISTRATIVA,MERCK,ROCURÔNIO,,,,,
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISIÇÃO ADMINISTRATIVA,MERCK,ROCURÔNIO,,,,,
NORTE,RONDÔNIA,SES,REQUISIÇÃO ADMINISTRATIVA,MERCK,ROCURÔNIO,,,,,
NORTE,RORAIMA,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ROCURÔNIO,,,,,
SUL,RIO GRANDE DO SUL,SES,REQUISIÇÃO ADMINISTRATIVA,MERCK,ROCURÔNIO,,,,,
SUL,SANTA CATARINA,SES,REQUISIÇÃO ADMINISTRATIVA,MERCK,ROCURÔNIO,,,,,
NORDESTE,SERGIPE,SES,REQUISIÇÃO ADMINISTRATIVA,MERCK,ROCURÔNIO,,,,,
SUDESTE,SÃO PAULO,SES,REQUISIÇÃO ADMINISTRATIVA,MERCK,ROCURÔNIO,,,,,
NORTE,TOCANTINS,SES,REQUISIÇÃO ADMINISTRATIVA,MERCK,ROCURÔNIO,,,,,
NORTE,ACRE,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,ALAGOAS,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORTE,AMAZONAS,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORTE,AMAPÁ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,BAHIA,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,CEARÁ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
CENTRO-OESTE,DISTRITO FEDERAL,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUDESTE,ESPÍRITO SANTO,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
CENTRO-OESTE,GOIÁS,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,MARANHÃO,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUDESTE,MINAS GERAIS,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
CENTRO-OESTE,MATO GROSSO DO SUL,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
CENTRO-OESTE,MATO GROSSO,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORTE,PARÁ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,PARAÍBA,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,PERNAMBUCO,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,PIAUÍ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUL,PARANÁ,SES,REQUISIÇÃO ADMINISTRATIVA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
