REGI√O,ESTADO,DESTINAT¡RIO,ORIGEM,FORNECEDOR,MEDICAMENTO,APRESENTA«√O,QUANTIDADE,PEDIDO SISMAT,STATUS,DATA DE ENTREGA
CENTRO-OESTE,GOI¡S,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML",AMPOLA 10 mL,17450,322226,Entrega realizada,7/20/2020
CENTRO-OESTE,GOI¡S,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,2540,322226,Entrega realizada,7/20/2020
CENTRO-OESTE,GOI¡S,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"DEXTROCETAMINA, CLORIDRATO 50 MG/ML ",AMPOLA 2 mL,975,322226,Entrega realizada,7/20/2020
CENTRO-OESTE,GOI¡S,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"DEXTROCETAMINA, CLORIDRATO 50 MG/ML ",AMPOLA 10 mL,500,322226,Entrega realizada,7/20/2020
NORTE,ROND‘NIA,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"DEXTROCETAMINA, CLORIDRATO 50 MG/ML ",AMPOLA 2 mL,800,322239,Entrega realizada,7/21/2020
NORTE,ROND‘NIA,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"DEXTROCETAMINA, CLORIDRATO 50 MG/ML ",AMPOLA 10 mL,400,322239,Entrega realizada,7/21/2020
NORTE,ROND‘NIA,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",AMPOLA 20 mL,760,322239,Entrega realizada,7/21/2020
NORDESTE,MARANH√O,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"CISATRAC⁄RIO, BESILATO 2 MG/ML ",AMPOLA 10 mL,670,322227,Entrega realizada,7/21/2020
NORTE,ROND‘NIA,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,1375,322239,Entrega realizada,7/21/2020
NORDESTE,MARANH√O,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML",AMPOLA 2 mL,650,322227,Entrega realizada,7/21/2020
NORTE,ROND‘NIA,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML",AMPOLA 2 mL,900,322239,Entrega realizada,7/21/2020
NORDESTE,MARANH√O,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML",AMPOLA 5 mL,340,322227,Entrega realizada,7/21/2020
NORTE,ROND‘NIA,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML",AMPOLA 5 mL,440,322239,Entrega realizada,7/21/2020
NORDESTE,MARANH√O,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML",AMPOLA 10 mL,1000,322227,Entrega realizada,7/21/2020
NORTE,ROND‘NIA,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML",AMPOLA 10 mL,1300,322239,Entrega realizada,7/21/2020
NORDESTE,ALAGOAS,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 3 mL,8800,322221,Entrega realizada,7/22/2020
NORDESTE,SERGIPE,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 3 mL,6540,322242,Entrega realizada,7/22/2020
NORDESTE,ALAGOAS,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 5 mL,2200,322221,Entrega realizada,7/22/2020
NORDESTE,SERGIPE,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 5 mL,1630,322242,Entrega realizada,7/22/2020
NORDESTE,ALAGOAS,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,4400,322221,Entrega realizada,7/22/2020
NORDESTE,SERGIPE,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,3270,322242,Entrega realizada,7/22/2020
NORDESTE,ALAGOAS,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",AMPOLA 20 mL,1290,322221,Entrega realizada,7/22/2020
NORDESTE,ALAGOAS,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"CISATRAC⁄RIO, BESILATO 2 MG/ML ",AMPOLA 10 mL,1435,322221,Entrega realizada,7/22/2020
NORDESTE,SERGIPE,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"CISATRAC⁄RIO, BESILATO 2 MG/ML ",AMPOLA 10 mL,2120,322242,Entrega realizada,7/22/2020
NORDESTE,ALAGOAS,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,2225,322221,Entrega realizada,7/22/2020
SUDESTE,ESPÕRITO SANTO,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,2650,322225,Entrega realizada,7/22/2020
NORDESTE,SERGIPE,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML",AMPOLA 2 mL,2100,322242,Entrega realizada,7/22/2020
NORDESTE,SERGIPE,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML",AMPOLA 5 mL,1060,322242,Entrega realizada,7/22/2020
NORDESTE,SERGIPE,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML",AMPOLA 10 mL,3200,322242,Entrega realizada,7/22/2020
SUDESTE,RIO DE JANEIRO,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 3 mL,22450,322237,Entrega realizada,7/23/2020
SUDESTE,RIO DE JANEIRO,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 5 mL,5620,322237,Entrega realizada,7/23/2020
SUDESTE,RIO DE JANEIRO,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"CISATRAC⁄RIO, BESILATO 2 MG/ML ",AMPOLA 5 mL,23430,322237,Entrega realizada,7/23/2020
NORDESTE,BAHIA,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"CISATRAC⁄RIO, BESILATO 2 MG/ML ",AMPOLA 10 mL,2965,322223,Entrega realizada,7/23/2020
CENTRO-OESTE,MATO GROSSO,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"CISATRAC⁄RIO, BESILATO 2 MG/ML ",AMPOLA 10 mL,130,322234,Entrega realizada,7/23/2020
SUDESTE,RIO DE JANEIRO,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,11230,322237,Entrega realizada,7/23/2020
NORDESTE,BAHIA,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"DEXTROCETAMINA, CLORIDRATO 50 MG/ML ",AMPOLA 2 mL,1775,322223,Entrega realizada,7/23/2020
NORDESTE,BAHIA,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"DEXTROCETAMINA, CLORIDRATO 50 MG/ML ",AMPOLA 10 mL,875,322223,Entrega realizada,7/23/2020
SUDESTE,RIO DE JANEIRO,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",AMPOLA 20 mL,4850,322237,Entrega realizada,7/23/2020
SUDESTE,RIO DE JANEIRO,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"CISATRAC⁄RIO, BESILATO 2 MG/ML ",AMPOLA 10 mL,1600,322237,Entrega realizada,7/23/2020
SUL,SANTA CATARINA,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"CISATRAC⁄RIO, BESILATO 2 MG/ML ",AMPOLA 10 mL,325,322241,Entrega realizada,7/23/2020
NORDESTE,BAHIA,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,3100,322223,Entrega realizada,7/23/2020
CENTRO-OESTE,MATO GROSSO,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,925,322234,Entrega realizada,7/23/2020
NORTE,PAR¡,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,1975,322235,Entrega realizada,7/23/2020
SUDESTE,RIO DE JANEIRO,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,39075,322237,Entrega realizada,7/23/2020
NORTE,PAR¡,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML",AMPOLA 2 mL,21800,322235,Entrega realizada,7/23/2020
SUDESTE,RIO DE JANEIRO,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML",AMPOLA 2 mL,31250,322237,Entrega realizada,7/23/2020
NORTE,PAR¡,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML",AMPOLA 5 mL,10890,322235,Entrega realizada,7/23/2020
SUDESTE,RIO DE JANEIRO,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML",AMPOLA 5 mL,15630,322237,Entrega realizada,7/23/2020
NORTE,PAR¡,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML",AMPOLA 10 mL,32700,322235,Entrega realizada,7/23/2020
SUDESTE,RIO DE JANEIRO,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML",AMPOLA 10 mL,46900,322237,Entrega realizada,7/23/2020
NORDESTE,CEAR¡,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 3 mL,4440,322249,Entrega realizada,7/24/2020
NORDESTE,PIAUÕ,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 3 mL,30550,322236,Entrega realizada,7/24/2020
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 3 mL,10290,322238,Entrega realizada,7/24/2020
NORDESTE,CEAR¡,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 5 mL,1110,322249,Entrega realizada,7/24/2020
NORDESTE,PIAUÕ,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 5 mL,7640,322236,Entrega realizada,7/24/2020
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 5 mL,2570,322238,Entrega realizada,7/24/2020
NORDESTE,CEAR¡,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,2220,322249,Entrega realizada,7/24/2020
NORDESTE,PIAUÕ,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,15270,322236,Entrega realizada,7/24/2020
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,5150,322238,Entrega realizada,7/24/2020
NORDESTE,CEAR¡,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"DEXTROCETAMINA, CLORIDRATO 50 MG/ML ",AMPOLA 2 mL,33125,322249,Entrega realizada,7/24/2020
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"DEXTROCETAMINA, CLORIDRATO 50 MG/ML ",AMPOLA 2 mL,2225,322238,Entrega realizada,7/24/2020
NORDESTE,CEAR¡,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"DEXTROCETAMINA, CLORIDRATO 50 MG/ML ",AMPOLA 10 mL,16550,322249,Entrega realizada,7/24/2020
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"DEXTROCETAMINA, CLORIDRATO 50 MG/ML ",AMPOLA 10 mL,1125,322238,Entrega realizada,7/24/2020
NORDESTE,PIAUÕ,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",AMPOLA 20 mL,24310,322236,Entrega realizada,7/24/2020
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",AMPOLA 20 mL,7060,322238,Entrega realizada,7/24/2020
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"CISATRAC⁄RIO, BESILATO 2 MG/ML ",AMPOLA 10 mL,1205,322238,Entrega realizada,7/24/2020
CENTRO-OESTE,DISTRITO FEDERAL,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,175,322224,Entrega realizada,7/24/2020
NORDESTE,PIAUÕ,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,2525,322236,Entrega realizada,7/24/2020
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,7675,322238,Entrega realizada,7/24/2020
NORDESTE,PIAUÕ,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML",AMPOLA 2 mL,9550,322236,Entrega realizada,7/24/2020
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML",AMPOLA 2 mL,11350,322238,Entrega realizada,7/24/2020
NORDESTE,PIAUÕ,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML",AMPOLA 5 mL,4780,322236,Entrega realizada,7/24/2020
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML",AMPOLA 5 mL,5670,322238,Entrega realizada,7/24/2020
NORDESTE,PIAUÕ,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML",AMPOLA 10 mL,14350,322236,Entrega realizada,7/24/2020
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML",AMPOLA 10 mL,17000,322238,Entrega realizada,7/24/2020
NORTE,TOCANTINS,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"CISATRAC⁄RIO, BESILATO 2 MG/ML ",AMPOLA 5 mL,1570,322243,Entrega realizada,7/25/2020
NORTE,RORAIMA,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"CISATRAC⁄RIO, BESILATO 2 MG/ML ",AMPOLA 10 mL,360,322240,Entrega realizada,7/25/2020
NORTE,RORAIMA,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,500,322240,Entrega realizada,7/25/2020
NORTE,TOCANTINS,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML",AMPOLA 2 mL,2550,322243,Entrega realizada,7/25/2020
NORTE,TOCANTINS,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML",AMPOLA 5 mL,1260,322243,Entrega realizada,7/25/2020
NORTE,TOCANTINS,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML",AMPOLA 10 mL,3750,322243,Entrega realizada,7/25/2020
NORTE,AMAP¡,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 3 mL,11850,322222,Entrega realizada,7/29/2020
NORTE,AMAP¡,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 5 mL,2960,322222,Entrega realizada,7/29/2020
NORTE,AMAP¡,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,5920,322222,Entrega realizada,7/29/2020
NORTE,AMAP¡,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"DEXTROCETAMINA, CLORIDRATO 50 MG/ML ",AMPOLA 2 mL,11100,322222,Entrega realizada,7/29/2020
NORTE,AMAP¡,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"DEXTROCETAMINA, CLORIDRATO 50 MG/ML ",AMPOLA 10 mL,5550,322222,Entrega realizada,7/29/2020
NORTE,AMAP¡,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",AMPOLA 20 mL,1730,322222,Entrega realizada,7/29/2020
NORTE,AMAP¡,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"CISATRAC⁄RIO, BESILATO 2 MG/ML ",AMPOLA 10 mL,3115,322222,Entrega realizada,7/29/2020
NORTE,AMAP¡,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,6050,322222,Entrega realizada,7/29/2020
NORTE,AMAP¡,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML",AMPOLA 2 mL,8200,322222,Entrega realizada,7/29/2020
NORTE,AMAP¡,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML",AMPOLA 5 mL,4110,322222,Entrega realizada,7/29/2020
NORTE,AMAP¡,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML",AMPOLA 10 mL,12350,322222,Entrega realizada,7/29/2020
NORDESTE,PARAÕBA,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,4325,323185,Entrega realizada,7/29/2020
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,785,323188,Entrega realizada,7/30/2020
NORDESTE,BAHIA,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"PANCUR‘NIO, BROMETO, 2 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 2 mL,15800,323173,Entrega realizada,7/28/2020
CENTRO-OESTE,MATO GROSSO,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"PANCUR‘NIO, BROMETO, 2 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 2 mL,1600,323175,Entrega realizada,7/29/2020
NORTE,TOCANTINS,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"PANCUR‘NIO, BROMETO, 2 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 2 mL,17650,323191,Entrega realizada,7/27/2020
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML",AMPOLA 10 mL,11850,323188,Entrega realizada,7/30/2020
