nome_carro,marca,modelo,idade_carro,km_percorrido,tipo_vendedor,tipo_combustivel,tipo_transmissao,quilometragem,motor,potencia,assentos,preco_venda,ipva,familia
Renault KWID,Renault,KWID,4,17000,particular,Petrol,Manual,23.01,999,67.0,5,360000,14400.0,media
Maruti Alto,Maruti,Alto,4,25000,particular,Petrol,Manual,24.7,796,47.3,5,275000,11000.0,media
Datsun GO,Datsun,GO,5,33350,particular,Petrol,Manual,19.44,1198,67.0,7,320000,12800.0,grande
Maruti Omni,Maruti,Omni,21,45000,particular,Petrol,Manual,14.0,796,35.0,5,95000,0.0,media
Hyundai Grand,Hyundai,Grand,6,62000,distribuidor,Petrol,Manual,18.9,1197,82.0,5,370000,14800.0,media
Honda Brio,Honda,Brio,8,30000,particular,Petrol,Manual,19.4,1198,86.8,5,250000,10000.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,12,59000,particular,Petrol,Manual,17.5,1298,85.8,5,275000,11000.0,media
Mercedes-Benz GLA,Mercedes-Benz,GLA,6,20000,distribuidor,Petrol,Automatic,12.33,1991,375.48,5,1950000,78000.0,media
Honda City,Honda,City,7,86113,distribuidor,Petrol,Manual,17.4,1497,117.3,5,550000,22000.0,media
Toyota Corolla,Toyota,Corolla,5,45000,distribuidor,Diesel,Manual,21.43,1364,87.2,5,1325000,53000.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,3,10000,particular,Diesel,Manual,28.4,1248,74.02,5,750000,30000.0,media
Nissan Micra,Nissan,Micra,10,70000,distribuidor,Petrol,Manual,18.06,1198,75.0,5,290000,11600.0,media
Maruti Wagon R,Maruti,Wagon R,6,92537,particular,Petrol,Manual,20.51,998,67.04,5,272000,10880.0,media
Maruti Ciaz,Maruti,Ciaz,2,27645,distribuidor,Diesel,Manual,28.09,1248,88.5,5,951000,38040.0,media
Maruti Alto,Maruti,Alto,8,46242,particular,Petrol,Manual,20.92,998,67.1,5,280000,11200.0,media
Honda City,Honda,City,8,70000,particular,Petrol,Manual,16.8,1497,116.3,5,545000,21800.0,media
Renault KWID,Renault,KWID,1,6000,particular,Petrol,Manual,22.3,799,53.26,5,450000,18000.0,media
Hyundai i20,Hyundai,i20,4,64000,distribuidor,Petrol,Manual,18.6,1197,81.83,5,480000,19200.0,media
Mahindra Scorpio,Mahindra,Scorpio,4,93000,distribuidor,Diesel,Manual,15.4,1997,120.0,7,1060000,42400.0,grande
Maruti Alto,Maruti,Alto,8,26200,distribuidor,Petrol,Manual,22.74,796,47.3,5,235000,9400.0,media
Maruti Baleno,Maruti,Baleno,4,25000,particular,Petrol,Manual,21.4,1197,83.1,5,590000,23600.0,media
Mahindra TUV,Mahindra,TUV,4,80000,particular,Diesel,Manual,18.49,1493,100.0,7,750000,30000.0,grande
Mahindra TUV,Mahindra,TUV,5,70000,particular,Diesel,Manual,18.49,1493,100.0,7,450000,18000.0,grande
Toyota Fortuner,Toyota,Fortuner,3,50000,distribuidor,Diesel,Automatic,12.9,2755,174.5,7,2950000,118000.0,grande
Hyundai Santro,Hyundai,Santro,13,80000,particular,Petrol,Manual,17.92,1086,62.1,5,110000,4400.0,media
Mahindra Scorpio,Mahindra,Scorpio,14,110000,particular,Diesel,Manual,13.5,2179,115.0,5,280000,11200.0,media
Audi A4,Audi,A4,5,55000,distribuidor,Petrol,Automatic,17.84,1395,147.51,5,1851000,74040.0,media
Honda City,Honda,City,3,25000,particular,Petrol,Manual,17.4,1497,117.3,5,750000,30000.0,media
Hyundai Grand,Hyundai,Grand,6,36000,distribuidor,Petrol,Manual,18.9,1197,81.86,5,400000,16000.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,6,40000,particular,Diesel,Manual,26.59,1248,74.0,5,530000,21200.0,media
Mahindra Thar,Mahindra,Thar,3,25000,particular,Diesel,Manual,16.55,2498,105.0,6,870000,34800.0,grande
Renault KWID,Renault,KWID,3,30038,distribuidor,Petrol,Manual,25.17,799,53.3,5,295000,11800.0,media
Maruti Swift,Maruti,Swift,3,5000,particular,Petrol,Manual,21.21,1197,81.8,5,530000,21200.0,media
Hyundai Xcent,Hyundai,Xcent,7,41217,particular,Diesel,Manual,24.4,1120,71.0,5,600000,24000.0,media
Renault KWID,Renault,KWID,4,35000,particular,Petrol,Automatic,24.04,999,67.0,5,350000,14000.0,media
Ford Ecosport,Ford,Ecosport,8,62000,distribuidor,Diesel,Manual,22.7,1498,89.84,5,470000,18800.0,media
Ford Aspire,Ford,Aspire,6,42000,particular,Diesel,Manual,25.83,1498,99.0,5,390000,15600.0,media
Ambassador Avigo,Ambassador,Avigo,16,120000,particular,Diesel,Manual,13.2,1995,56.0,5,116000,4640.0,media
Mahindra Scorpio,Mahindra,Scorpio,6,80000,particular,Diesel,Manual,15.4,2179,120.0,7,920000,36800.0,grande
Mahindra XUV500,Mahindra,XUV500,8,60000,particular,Diesel,Manual,15.1,2179,140.0,7,550000,22000.0,grande
Hyundai Verna,Hyundai,Verna,7,45000,particular,Diesel,Manual,22.32,1582,126.32,5,635000,25400.0,media
Mahindra XUV500,Mahindra,XUV500,4,50000,distribuidor,Diesel,Automatic,16.0,2179,140.0,7,1250000,50000.0,grande
Maruti Alto,Maruti,Alto,3,12000,particular,Petrol,Manual,24.7,796,47.3,5,300000,12000.0,media
Honda City,Honda,City,3,12000,particular,Petrol,Automatic,18.0,1497,117.6,5,960000,38400.0,media
Maruti Vitara,Maruti,Vitara,3,15000,particular,Diesel,Manual,24.3,1248,88.5,5,750000,30000.0,media
Volkswagen Polo,Volkswagen,Polo,10,63000,distribuidor,Petrol,Manual,16.47,1198,73.9,5,249000,9960.0,media
Ford Figo,Ford,Figo,10,160800,particular,Diesel,Manual,20.0,1399,68.0,5,250000,10000.0,media
Hyundai Verna,Hyundai,Verna,7,120000,particular,Diesel,Manual,22.32,1582,126.32,5,610000,24400.0,media
Maruti Zen,Maruti,Zen,11,62821,distribuidor,Petrol,Manual,18.2,998,67.1,5,165000,6600.0,media
Ford Ecosport,Ford,Ecosport,5,78247,distribuidor,Diesel,Manual,21.7,1498,98.96,5,545000,21800.0,media
Hyundai Verna,Hyundai,Verna,8,113000,particular,Diesel,Manual,22.32,1582,126.3,5,480000,19200.0,media
Hyundai i20,Hyundai,i20,7,52000,distribuidor,Petrol,Manual,18.6,1197,81.83,5,395000,15800.0,media
Toyota Innova,Toyota,Innova,9,109000,distribuidor,Diesel,Manual,12.99,2494,100.6,7,495000,19800.0,grande
Hyundai Grand,Hyundai,Grand,4,90000,particular,Petrol,Manual,18.9,1197,82.0,5,470000,18800.0,media
Skoda Laura,Skoda,Laura,11,90000,particular,Diesel,Manual,17.0,1896,105.0,5,280000,11200.0,media
Chevrolet Aveo,Chevrolet,Aveo,13,62001,distribuidor,Petrol,Manual,14.4,1399,94.0,5,149000,5960.0,media
Volkswagen Polo,Volkswagen,Polo,10,98000,distribuidor,Diesel,Manual,22.07,1199,73.9,5,200000,8000.0,media
Hyundai i20,Hyundai,i20,5,20000,particular,Diesel,Manual,21.19,1396,88.73,5,699000,27960.0,media
Toyota Corolla,Toyota,Corolla,11,57000,distribuidor,Petrol,Manual,14.28,1798,138.03,5,315000,12600.0,media
Maruti Wagon R,Maruti,Wagon R,7,21717,particular,Petrol,Manual,20.51,998,67.04,5,340000,13600.0,media
Renault Duster,Renault,Duster,7,40000,particular,Diesel,Manual,20.45,1461,83.8,5,500000,20000.0,media
Honda City,Honda,City,4,50000,particular,Petrol,Manual,17.14,1497,117.6,5,1050000,42000.0,media
Renault Duster,Renault,Duster,5,90000,particular,Diesel,Manual,19.6,1461,108.45,5,600000,24000.0,media
Fiat Avventura,Fiat,Avventura,4,90000,particular,Diesel,Manual,20.5,1248,91.72,5,478000,19120.0,media
Maruti Swift,Maruti,Swift,4,27876,distribuidor,Petrol,Manual,20.4,1197,81.8,5,491000,19640.0,media
Land Rover Rover,Land Rover,Rover,5,56000,distribuidor,Petrol,Automatic,12.63,1999,177.0,5,2890000,115600.0,media
Hyundai i10,Hyundai,i10,13,57215,particular,Petrol,Manual,20.36,1197,78.9,5,160000,6400.0,media
Hyundai Venue,Hyundai,Venue,2,5400,distribuidor,Petrol,Manual,18.27,998,118.35,5,985000,39400.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,7,60000,particular,Diesel,Manual,23.4,1248,74.0,5,500000,20000.0,media
Maruti Alto,Maruti,Alto,16,70000,particular,Petrol,Manual,19.7,796,46.3,5,85000,3400.0,media
Honda BRV,Honda,BRV,5,59450,distribuidor,Diesel,Manual,21.9,1498,98.6,7,950000,38000.0,grande
Honda Jazz,Honda,Jazz,3,20000,distribuidor,Petrol,Automatic,17.1,1199,88.51,5,740000,29600.0,media
Maruti Swift,Maruti,Swift,8,34553,distribuidor,Petrol,Manual,22.0,1197,81.8,5,375000,15000.0,media
Maruti Vitara,Maruti,Vitara,3,40000,particular,Diesel,Manual,24.3,1248,88.5,5,810000,32400.0,media
Volkswagen Polo,Volkswagen,Polo,11,350000,particular,Petrol,Manual,16.47,1198,73.9,5,173000,6920.0,media
Maruti Vitara,Maruti,Vitara,4,50000,particular,Diesel,Manual,24.3,1248,88.5,5,700000,28000.0,media
Mahindra KUV,Mahindra,KUV,5,70000,particular,Diesel,Manual,25.32,1198,77.0,6,310000,12400.0,grande
Mahindra Scorpio,Mahindra,Scorpio,4,120000,particular,Diesel,Manual,15.4,1997,120.0,7,850000,34000.0,grande
Hyundai i20,Hyundai,i20,8,90000,particular,Diesel,Manual,22.54,1396,88.76,5,285000,11400.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,7,120000,particular,Diesel,Manual,23.4,1248,74.0,5,450000,18000.0,media
Hyundai Creta,Hyundai,Creta,4,80000,particular,Diesel,Manual,19.67,1582,126.2,5,1100000,44000.0,media
Mahindra Xylo,Mahindra,Xylo,10,155000,particular,Diesel,Manual,14.0,2498,112.0,7,350000,14000.0,grande
Mahindra Scorpio,Mahindra,Scorpio,4,30000,particular,Diesel,Manual,15.4,1997,120.0,7,1080000,43200.0,grande
Honda City,Honda,City,7,66100,distribuidor,Diesel,Manual,26.0,1498,98.6,5,530000,21200.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,4,50000,particular,Diesel,Manual,28.4,1248,74.02,5,680000,27200.0,media
Mahindra Scorpio,Mahindra,Scorpio,4,42000,distribuidor,Diesel,Manual,15.4,1997,120.0,7,1025000,41000.0,grande
Hyundai i20,Hyundai,i20,4,55000,particular,Petrol,Manual,18.6,1197,81.83,5,650000,26000.0,media
Hyundai i10,Hyundai,i10,9,110699,distribuidor,Petrol,Manual,20.36,1197,78.9,5,194000,7760.0,media
Maruti Baleno,Maruti,Baleno,2,5000,particular,Petrol,Automatic,21.4,1197,83.1,5,686000,27440.0,media
Maruti Alto,Maruti,Alto,5,50000,particular,Petrol,Manual,22.74,796,47.3,5,200000,8000.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,11,44000,distribuidor,Petrol,Manual,19.1,1197,85.8,5,250000,10000.0,media
Maruti Vitara,Maruti,Vitara,3,90000,particular,Diesel,Manual,24.3,1248,88.5,5,730000,29200.0,media
Hyundai Verna,Hyundai,Verna,5,55000,distribuidor,Petrol,Manual,17.01,1591,121.3,5,650000,26000.0,media
Maruti Vitara,Maruti,Vitara,4,45000,distribuidor,Diesel,Manual,24.3,1248,88.5,5,790000,31600.0,media
Maruti Baleno,Maruti,Baleno,4,30000,particular,Petrol,Manual,21.4,1197,83.1,5,620000,24800.0,media
Hyundai Verna,Hyundai,Verna,8,50000,particular,Petrol,Manual,17.01,1591,121.3,5,510000,20400.0,media
Maruti Eeco,Maruti,Eeco,8,20000,particular,Petrol,Manual,15.37,1196,73.0,5,375000,15000.0,media
Nissan Terrano,Nissan,Terrano,6,69000,distribuidor,Diesel,Manual,19.01,1461,108.5,5,525000,21000.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,4,19843,distribuidor confiável,Petrol,Automatic,21.21,1197,81.8,5,620000,24800.0,media
Ford Endeavour,Ford,Endeavour,10,30000,particular,Diesel,Automatic,11.4,2953,153.86,7,950000,38000.0,grande
Toyota Innova,Toyota,Innova,4,52300,distribuidor,Diesel,Manual,13.68,2393,147.51,7,1450000,58000.0,grande
Honda City,Honda,City,5,40000,particular,Petrol,Automatic,18.0,1497,117.3,5,845000,33800.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,7,61500,distribuidor,Diesel,Manual,23.4,1248,74.0,5,390000,15600.0,media
Honda Amaze,Honda,Amaze,6,59000,distribuidor,Petrol,Manual,18.0,1198,86.7,5,395000,15800.0,media
Hyundai Grand,Hyundai,Grand,3,40000,particular,Petrol,Manual,18.9,1197,81.86,5,450000,18000.0,media
Audi A6,Audi,A6,8,60000,particular,Diesel,Automatic,17.68,1968,174.33,5,1700000,68000.0,media
Hyundai Grand,Hyundai,Grand,8,61000,distribuidor,Petrol,Manual,18.9,1197,82.0,5,325000,13000.0,media
Mahindra KUV,Mahindra,KUV,5,70000,particular,Diesel,Manual,25.32,1198,77.0,6,350000,14000.0,grande
Mahindra XUV500,Mahindra,XUV500,8,63000,distribuidor,Diesel,Manual,15.1,2179,140.0,7,650000,26000.0,grande
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,9,58000,distribuidor,Petrol,Manual,12.3,1796,185.0,5,1250000,50000.0,media
Maruti Zen,Maruti,Zen,8,40000,particular,Petrol,Manual,19.0,998,67.1,5,220000,8800.0,media
Mahindra Quanto,Mahindra,Quanto,6,49000,particular,Diesel,Manual,17.21,1493,100.0,7,350000,14000.0,grande
Maruti Swift Dzire,Maruti,Swift Dzire,4,22000,particular,Diesel,Manual,28.4,1248,74.02,5,750000,30000.0,media
Honda City,Honda,City,11,57977,distribuidor,Petrol,Manual,17.0,1497,118.0,5,299000,11960.0,media
Hyundai Xcent,Hyundai,Xcent,5,70000,particular,Diesel,Manual,24.4,1120,71.0,5,378000,15120.0,media
Land Rover Rover,Land Rover,Rover,3,13000,distribuidor,Petrol,Automatic,12.19,1997,237.36,4,7000000,280000.0,media
Mini Cooper,Mini,Cooper,9,67000,distribuidor,Petrol,Automatic,17.33,1998,189.08,4,1325000,53000.0,media
Maruti Ertiga,Maruti,Ertiga,7,48242,distribuidor,Diesel,Manual,20.77,1248,88.76,7,524000,20960.0,grande
Ford Figo,Ford,Figo,9,68000,distribuidor,Diesel,Manual,20.0,1399,68.05,5,169000,6760.0,media
Maruti Ertiga,Maruti,Ertiga,7,40000,particular,Diesel,Manual,20.77,1248,88.8,7,500000,20000.0,grande
Audi Q7,Audi,Q7,9,98000,distribuidor,Diesel,Automatic,12.07,2967,241.4,7,2000000,80000.0,grande
Maruti Swift Dzire,Maruti,Swift Dzire,8,113450,particular,Diesel,Manual,23.4,1248,74.0,5,380000,15200.0,media
Maruti Wagon R,Maruti,Wagon R,3,80000,particular,Petrol,Automatic,20.51,998,67.0,5,400000,16000.0,media
Hyundai Santro,Hyundai,Santro,1,1000,distribuidor,Petrol,Automatic,20.3,1086,68.0,5,565000,22600.0,media
Maruti Wagon R,Maruti,Wagon R,6,20292,distribuidor,Petrol,Manual,20.51,998,67.04,5,335000,13400.0,media
Mahindra Scorpio,Mahindra,Scorpio,11,67900,distribuidor,Diesel,Manual,12.05,2179,120.0,7,300000,12000.0,grande
Chevrolet Beat,Chevrolet,Beat,9,70000,particular,Diesel,Manual,25.44,936,57.6,5,200000,8000.0,media
Mahindra Scorpio,Mahindra,Scorpio,6,40000,distribuidor,Diesel,Manual,15.4,1997,120.0,7,1051000,42040.0,grande
Hyundai Grand,Hyundai,Grand,4,60000,particular,Diesel,Manual,24.0,1186,73.97,5,510000,20400.0,media
Renault KWID,Renault,KWID,3,25000,particular,Petrol,Automatic,24.04,999,67.0,5,370000,14800.0,media
Maruti Wagon R,Maruti,Wagon R,15,70000,particular,Petrol,Manual,18.9,998,67.1,5,200000,8000.0,media
Maruti Baleno,Maruti,Baleno,3,21000,particular,Diesel,Manual,27.39,1248,74.0,5,625000,25000.0,media
Mahindra Scorpio,Mahindra,Scorpio,3,39000,distribuidor,Diesel,Manual,16.36,2179,140.0,7,1290000,51600.0,grande
Hyundai Creta,Hyundai,Creta,4,30000,distribuidor,Petrol,Manual,15.8,1591,121.3,5,890000,35600.0,media
Hyundai Verna,Hyundai,Verna,9,61000,distribuidor,Diesel,Manual,22.32,1582,126.3,5,420000,16800.0,media
Maruti Swift,Maruti,Swift,4,5743,distribuidor confiável,Petrol,Manual,20.4,1197,83.11,5,500000,20000.0,media
Nissan Terrano,Nissan,Terrano,4,44000,distribuidor,Diesel,Manual,20.45,1461,83.8,5,750000,30000.0,media
Hyundai Grand,Hyundai,Grand,3,24200,particular,Petrol,Manual,18.9,1197,81.86,5,600000,24000.0,media
Maruti Baleno,Maruti,Baleno,4,57000,particular,Diesel,Manual,27.39,1248,74.0,5,590000,23600.0,media
Hyundai i10,Hyundai,i10,10,58000,distribuidor,Petrol,Manual,20.36,1197,78.9,5,190000,7600.0,media
Datsun GO,Datsun,GO,4,15000,particular,Petrol,Manual,19.44,1198,67.0,7,500000,20000.0,grande
Maruti Celerio,Maruti,Celerio,4,10000,particular,Petrol,Manual,23.1,998,67.04,5,450000,18000.0,media
Mahindra NuvoSport,Mahindra,NuvoSport,5,70000,particular,Diesel,Manual,17.45,1493,100.0,7,550000,22000.0,grande
Chevrolet Beat,Chevrolet,Beat,10,65000,distribuidor,Petrol,Manual,18.6,1199,79.4,5,170000,6800.0,media
Mahindra XUV500,Mahindra,XUV500,6,100000,particular,Diesel,Manual,15.1,2179,140.0,7,650000,26000.0,grande
BMW Z4,BMW,Z4,1,2000,distribuidor,Petrol,Automatic,11.29,2998,335.0,2,8250000,330000.0,pequena
Maruti Wagon R,Maruti,Wagon R,1,10000,particular,Petrol,Manual,20.52,1197,81.8,5,500000,20000.0,media
Hyundai Xcent,Hyundai,Xcent,6,10000,particular,Petrol,Automatic,16.9,1197,82.0,5,500000,20000.0,media
Maruti Alto,Maruti,Alto,12,43000,particular,Petrol,Manual,19.7,796,46.3,5,140000,5600.0,media
Honda Amaze,Honda,Amaze,8,64000,distribuidor,CNG,Manual,18.0,1198,86.7,5,349000,13960.0,media
Maruti Wagon R,Maruti,Wagon R,7,30000,particular,Petrol,Manual,20.51,998,67.06,5,325000,13000.0,media
Honda City,Honda,City,7,63000,distribuidor,Petrol,Manual,17.8,1497,117.3,5,435000,17400.0,media
Maruti Celerio,Maruti,Celerio,3,28000,distribuidor,CNG,Manual,31.79,998,58.33,5,455000,18200.0,media
Land Rover Rover,Land Rover,Rover,3,25000,particular,Petrol,Automatic,9.17,2995,335.25,7,6200000,248000.0,grande
Honda City,Honda,City,4,32226,distribuidor,Petrol,Manual,17.8,1497,117.3,5,755000,30200.0,media
Renault Koleos,Renault,Koleos,8,63432,distribuidor,Diesel,Automatic,13.73,1995,148.0,5,650000,26000.0,media
Audi A3,Audi,A3,3,8000,distribuidor,Petrol,Automatic,16.6,1798,177.0,4,4000000,160000.0,media
Honda Brio,Honda,Brio,8,80000,particular,Petrol,Manual,19.4,1198,86.8,5,250000,10000.0,media
Maruti Alto,Maruti,Alto,7,65000,particular,Petrol,Manual,23.95,998,67.05,5,245000,9800.0,media
Kia Seltos,Kia,Seltos,2,14000,distribuidor,Diesel,Manual,20.8,1493,113.4,5,1350000,54000.0,media
Renault KWID,Renault,KWID,3,15000,particular,Petrol,Automatic,24.04,999,67.0,5,310000,12400.0,media
Renault Captur,Renault,Captur,3,12851,particular,Diesel,Manual,20.37,1461,108.45,5,1265000,50600.0,media
BMW 6,BMW,6,3,30000,particular,Petrol,Automatic,14.28,1998,254.7,4,5500000,220000.0,media
Toyota Land Cruiser,Toyota,Land Cruiser,5,80000,distribuidor,Petrol,Automatic,9.0,4461,285.4,8,9200000,368000.0,grande
Maruti Swift Dzire,Maruti,Swift Dzire,3,32000,distribuidor,Diesel,Manual,19.3,1248,73.9,5,675000,27000.0,media
Maruti Wagon R,Maruti,Wagon R,2,30000,particular,Petrol,Manual,20.52,1197,81.8,5,500000,20000.0,media
Hyundai i10,Hyundai,i10,11,25000,particular,Petrol,Manual,20.36,1197,78.9,5,300000,12000.0,media
Mahindra Scorpio,Mahindra,Scorpio,5,35000,particular,Diesel,Automatic,15.4,2179,120.0,7,1450000,58000.0,grande
Mahindra Scorpio,Mahindra,Scorpio,8,140000,particular,Diesel,Manual,12.05,2179,120.0,8,530000,21200.0,grande
Ford Ecosport,Ford,Ecosport,7,65597,distribuidor confiável,Diesel,Manual,22.7,1498,89.84,5,575000,23000.0,media
Hyundai i20,Hyundai,i20,4,35000,particular,Petrol,Manual,18.6,1197,81.83,5,550000,22000.0,media
Maruti Ciaz,Maruti,Ciaz,7,160000,particular,Diesel,Manual,26.21,1248,88.5,5,500000,20000.0,media
Maruti Baleno,Maruti,Baleno,1,7124,particular,Petrol,Manual,21.01,1197,81.8,5,643000,25720.0,media
Ford Ecosport,Ford,Ecosport,2,15000,particular,Petrol,Manual,18.1,999,123.24,5,1000000,40000.0,media
Hyundai Xcent,Hyundai,Xcent,3,22979,distribuidor,Diesel,Manual,25.4,1186,73.97,5,611000,24440.0,media
Toyota Etios,Toyota,Etios,7,150000,particular,Diesel,Manual,23.59,1364,67.04,5,310000,12400.0,media
Hyundai Grand,Hyundai,Grand,5,34000,particular,Petrol,Manual,18.9,1197,82.0,5,550000,22000.0,media
Renault Scala,Renault,Scala,6,42000,distribuidor,Diesel,Manual,21.64,1461,84.8,5,350000,14000.0,media
Volkswagen Vento,Volkswagen,Vento,10,280000,particular,Diesel,Manual,20.54,1598,103.6,5,300000,12000.0,media
Honda City,Honda,City,7,77000,distribuidor,Diesel,Manual,26.0,1498,98.6,5,525000,21000.0,media
Datsun GO,Datsun,GO,4,15000,particular,Petrol,Manual,19.44,1198,67.0,7,469000,18760.0,grande
Maruti Alto,Maruti,Alto,9,60000,particular,Petrol,Manual,20.92,998,67.1,5,210000,8400.0,media
Maruti Alto,Maruti,Alto,8,120000,particular,Petrol,Manual,22.74,796,47.3,5,200000,8000.0,media
Renault KWID,Renault,KWID,2,2500,particular,Petrol,Manual,23.01,999,67.0,5,400000,16000.0,media
Jaguar XF,Jaguar,XF,8,50000,distribuidor,Diesel,Automatic,16.36,2179,187.7,5,2150000,86000.0,media
Maruti Celerio,Maruti,Celerio,5,46500,particular,Petrol,Manual,23.1,998,67.04,5,340000,13600.0,media
Maruti Alto,Maruti,Alto,16,5000,particular,Petrol,Manual,19.7,796,46.3,5,95000,3800.0,media
Audi Q3,Audi,Q3,6,69000,distribuidor,Diesel,Automatic,15.73,1968,174.33,5,2050000,82000.0,media
Maruti Swift,Maruti,Swift,9,68000,particular,Diesel,Manual,22.9,1248,74.0,5,381000,15240.0,media
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,45000,distribuidor,Diesel,Automatic,14.94,2143,204.0,5,775000,31000.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,4,20000,particular,Diesel,Manual,28.4,1248,74.02,5,700000,28000.0,media
Maruti Ciaz,Maruti,Ciaz,4,106000,distribuidor,Diesel,Manual,28.09,1248,88.5,5,675000,27000.0,media
Honda City,Honda,City,6,28000,distribuidor,Petrol,Automatic,18.0,1497,117.3,5,670000,26800.0,media
Mahindra XUV500,Mahindra,XUV500,3,50000,particular,Diesel,Manual,16.0,2179,140.0,7,1050000,42000.0,grande
Renault Scala,Renault,Scala,7,70000,distribuidor,Diesel,Manual,21.64,1461,84.8,5,315000,12600.0,media
BMW X5,BMW,X5,2,19000,particular,Diesel,Automatic,13.38,2993,265.0,5,7900000,316000.0,media
Honda City,Honda,City,10,55000,distribuidor,Petrol,Manual,17.0,1497,118.0,5,360000,14400.0,media
Ford Figo,Ford,Figo,4,53000,particular,Diesel,Manual,25.83,1498,99.0,5,400000,16000.0,media
Hyundai Verna,Hyundai,Verna,7,89000,distribuidor,Diesel,Manual,22.32,1582,126.32,5,470000,18800.0,media
Maruti Alto,Maruti,Alto,3,22000,particular,Petrol,Manual,24.7,796,47.3,5,304000,12160.0,media
Honda City,Honda,City,7,69000,distribuidor,Diesel,Manual,26.0,1498,98.6,5,490000,19600.0,media
Mahindra Scorpio,Mahindra,Scorpio,5,155000,particular,Diesel,Manual,15.4,1997,120.0,7,864000,34560.0,grande
Mahindra XUV500,Mahindra,XUV500,8,85000,distribuidor,Diesel,Manual,16.0,2179,140.0,7,480000,19200.0,grande
Hyundai Xcent,Hyundai,Xcent,5,50000,particular,Petrol,Manual,19.1,1197,82.0,5,350000,14000.0,media
Maruti Wagon R,Maruti,Wagon R,2,3600,distribuidor,Petrol,Automatic,20.52,1197,81.8,5,575000,23000.0,media
Mercedes-Benz CLA,Mercedes-Benz,CLA,3,15000,distribuidor,Diesel,Automatic,17.9,2143,136.0,5,2850000,114000.0,media
Maruti Baleno,Maruti,Baleno,2,5000,particular,Petrol,Automatic,21.4,1197,83.1,5,686000,27440.0,media
Maruti SX4,Maruti,SX4,14,40000,particular,Petrol,Manual,15.0,1586,104.68,5,300000,12000.0,media
Daewoo Matiz,Daewoo,Matiz,21,120000,particular,Petrol,Manual,18.5,796,53.0,5,103000,0.0,media
